CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Kansas City,Theis Park,MO,US,2018-03-24,5000 to 6000,5000,,6000,,,"March for Our Lives Kansas City; PeaceWorksKC; Moms Demand Action: MO Moms Demand Action; KS Heartland Coalition Against Gun Violence; Grandparents Against Gun Violence; Kansas City Veterans For Peace; Greater Kansas City Women's Political Caucus; JoCo MoveOn Voter Registration Project; March Forward KC; Our Revolution KC; Indivisible KC; MainStream Coalition Stand Up; KC League of Women Voters; Johnson County Urban Ranger Corps; SURJ KC - Showing Up for Racial Justice, Kansas City; The Open Table",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kansascity.com/news/local/article206090354.html,,
Lee's Summit,City Hall Plaza,MO,US,2018-03-24,several hundred,200,,1000,,,Lee's Summit March For Our Lives,support gun control,1,rally; protest,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/2021922074762447/,http://www.kansascity.com/news/local/community/lsjournal/news/article207037304.html,
St. Joseph,empty lot near Ryan's,MO,US,2018-03-24,nearly 300,300,,300,,,"St. Joseph, Mo March for Our Lives",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kq2.com/content/news/477856433.html,,
St. Louis,Union Station to the Arch,MO,US,2018-03-24,estimated 12000,12000,,12000,,,"March for Our Lives - St. Louis, MO",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kmov.com/story/37797781/march-for-our-lives-rally-to-be-held-in-downtown-st-louis-on-sat,,
Springfield,,MO,US,2018-03-24,na,2000,,2000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/youngdavid133/status/977711494262607873,,,
Warrenburg,Johnson County Courthouse,MO,US,2018-03-24,NA,60,,60,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://showmeprogress.com/2018/03/24/march-for-our-lives-warrensburg-missouri-march-24-2018/,,,
Amory,Amory Middle School (starting point),MS,US,2018-03-24,From photo: dozens,24,,24,,,March for Our Lives Amory,support gun control,1,march,0,0,0,0,1,1,http://www.djournal.com/monroe/news/march-for-our-lives-demonstration-makes-its-way-through-amory/image_526b6f51-7df7-5b68-8717-22f09a69ab1c.html,,,
Durant,,MS,US,2018-03-24,,,,,,,Mayor's Youth Council l,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/kshnews/status/977634347577696256,,,
Gulfport,"United States District Court Dan M. Russell, Jr., United States Courthouse",MS,US,2018-03-24,more than 300,300,,300,,,Gulfport March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.sunherald.com/news/local/counties/harrison-county/article206705649.html,,,
Hernando,Courthouse Lawn,MS,US,2018-03-24,FB: 16,16,,16,,,Hernando March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1731542473532637/,,,
Jackson,MS State Supreme Court to Gov's Mansion,MS,US,2018-03-24,several hundred,300,,300,,,general protestors,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/148379442520927/,https://www.clarionledger.com/story/news/politics/2018/03/24/march-our-lives-rallies-held-across-mississippi/456069002/,,
McComb,,MS,US,2018-03-24,couple dozen,24,,24,,,March for our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.enterprise-journal.com/news/article_281379f6-2fe5-11e8-a170-ef2903c32621.html,,,
Oxford,City Hall,MS,US,2018-03-24,FB: 179,179,,179,,,general protestors,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/960180987471172/,,,
Tupelo,Gateway Park to Fairpark,MS,US,2018-03-24,dozens,24,,24,,,MS - Tupelo - March for Our Lives; Individible NEMS,support gun control,1,march; rally; demonstration,0,0,0,0,1,1,http://www.djournal.com/multimedia/photo_galleries/photo-gallery-locals-participate-in-march-for-our-lives-demonstration/article_fc05f5fb-e40e-5741-a5d0-3d2374ee90fb.html,,,
Billings,County Courthouse Downtown,MT,US,2018-03-24,hundreds,200,,200,,,Billings March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://billingsgazette.com/news/local/hundreds-take-part-in-billings-march-for-our-lives/article_40ae548e-fda2-5417-8cbb-f2c06ccd2102.html#1,,
Bozeman,Gallatin County Courthouse to Bozeman Public Library,MT,US,2018-03-24,hundreds,200,,2000,,,Bozeman March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.bozemandailychronicle.com/march-for-our-lives-event/image_b97cabce-a155-57a8-b2d7-386b8a273109.html,http://www.kbzk.com/story/37802122/protestors-storm-down-main-street-for-march-for-our-lives,https://twitter.com/rosenleaf/status/977737062336966656
Great Falls,Gibson Park,MT,US,2018-03-24,about 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.greatfallstribune.com/picture-gallery/news/2018/03/24/gallery-march-for-our-livesmarch-for-guns-in-montana/33265861/,http://www.krtv.com/story/37802170/march-for-our-lives-event-held-in-great-falls,,
Helena,Memorial Park,MT,US,2018-03-24,over 1000,1000,,1000,,,"Helena, Montana March for Our Lives",support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://helenair.com/news/local/photos-over-take-part-in-helena-march-for-our-lives/collection_c6541177-9317-5c0f-bda2-83cd7a63cfd4.html#3,,
Missoula,Caras Park,MT,US,2018-03-24,hundreds; several thousand,200,,3000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.krtv.com/story/37802170/march-for-our-lives-event-held-in-great-falls,http://missoulian.com/news/local/updated-it-s-sad-that-it-takes-kids--/article_0b0ac1c8-e920-561c-81c8-a9750ad640ed.html,https://missoulacurrent.com/government/2018/03/march-for-our-lives-missoula/,
Asheville,Pack Square,NC,US,2018-03-24,more than 6000,6000,,6000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.citizen-times.com/story/news/2018/03/24/live-asheville-march-our-lives-brings-out-hundreds-pack-square/455573002/,,,
Bayboro,"near Pamlico County Courthouse, 202 Main Street",NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march;rally,0,0,0,0,1,1,http://towndock.net/happening/march-for-our-lives-rally-bayboro-mar-24,http://wcti12.com/news/local/enc-takes-part-in-march-for-our-lives-event,,
Boone,from Watauga County Public Library in Downtown Boone to Sanford Mall on Appalachian State University,NC,US,2018-03-24,over 50,50,,50,,,March for Our Lives,support gun control,1,march;rally,0,0,0,0,1,1,https://www.hcpress.com/news/political-activism-not-even-bus-ride-away-march-lives-boone-saturday.html,https://www.hcpress.com/news/march-lives-advocates-gather-boone-march-watauga-library-app-state-campus.html,,snowstorm
Burnsville,East Main St.; Mountain Heritage High School,NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,silent walk,0,0,0,0,1,1,https://www.ncdp.org/event/burnsville-march-for-our-lives/,,,
Charlotte,First Ward Park to Marshall Park,NC,US,2018-03-24,thousands,2000,,2000,,,students,support gun control,1,march,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,http://www.wcnc.com/article/news/community/thousands-gather-in-uptown-for-charlotte-march-for-our-lives-rally/275-531551418,,
Durham,,NC,US,2018-03-24,thousands,2000,,2000,,,general protestors,Support gun control,1,march,0,0,0,0,1,1,http://abc11.com/politics/thousands-take-part-in-triangle-march-for-our-lives-rally/3255193/,,,
Elizabeth City,Mariner’s Wharf Park to courthouse,NC,US,2018-03-24,nearly 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.13newsnow.com/article/news/local/local-students-prepare-for-march-for-our-lives/291-531168104,http://www.dailyadvance.com/News/2018/03/24/March-For-Our-Lives-Hundred-walk-for-gun-law-changes.html,,
Fayetteville,College Lakes Recreation Center,NC,US,2018-03-24,well over 100,100,,100,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,http://www.fayobserver.com/news/20180324/gun-control-supporters-say-enough,,,
Franklin,Big Bear Shelter on Little Tennessee Greenway to downtown Gazebo/Courthouse,NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://resistnc.org/event/franklin-march-for-our-lives/,,,
Greensboro,downtown; governmental center,NC,US,2018-03-24,thousands; about 3000,2000,,3000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,http://myfox8.com/2018/03/24/greensboro-church-heads-to-washington-d-c-to-participate-in-march-for-our-lives-event/,http://www.greensboro.com/news/local_news/students-swell-the-streets-of-greensboro-to-take-a-stand/article_6cf5b476-9a3a-5d62-bfd0-14175f0070d1.html,
Greenville,to Green Street Park,NC,US,2018-03-24,about 2000,2000,,2000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,form; verified click-counting method onsite,http://www.wnct.com/news/local-news/local-march-for-our-lives-draws-hundreds-to-greenville/1075870167,https://www.greenvilleonline.com/story/news/local/greenville/2018/03/24/march-our-lives-protest-gets-underway-greenville/455525002/,
Hendersonville,HHS to courthouse;  Sanctuary Brewery,NC,US,2018-03-24,several hundred,200,,200,,,Hendersonville March For Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.blueridgenow.com/news/20180324/students-supporters-take-to-hendersonvilles-streets,,,
Hickory,YMCA Teen Center,NC,US,2018-03-24,More than 300,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,http://www.hickoryrecord.com/gallery/march-for-our-lives-hickory/collection_e83f2f64-2f85-11e8-8d1c-e3fd4ade0cdc.html,,
Laurinburg,St. Andrews University bell,NC,US,2018-03-24,Dozens,24,,24,,,St. Andrews University Black Student Union; Laurinburg First Baptist Church,support gun control,1,vigil; protest,0,0,0,0,1,1,http://wpde.com/news/local/dozens-attend-laurinburg-march-for-our-lives-event,,,
Lenior,,NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://lenoirvoice.com/2018/03/23/sherwood-applauds-student-led-march-for-our-lives/,,,
Mooresville,Town Hall,NC,US,2018-03-24,about 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,http://www.statesville.com/news/mooresville-students-march-against-gun-violence/article_bf17e610-3027-11e8-be59-47496ce98fac.html,,
Murfreesboro,Chowan University; One University Place,NC,US,2018-03-24,,,,,,,Chowan University March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.13newsnow.com/article/news/local/local-students-prepare-for-march-for-our-lives/291-531168104,,,
Nags Head,Dowdy Park,NC,US,2018-03-24,Several hundred,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://outerbanksvoice.com/2018/03/24/hundreds-gather-and-march-in-nags-head-against-gun-violence/,,,
Raleigh,NC Legislative building,NC,US,2018-03-24,thousands,2000,,2000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,http://www.newsobserver.com/news/local/article206611374.html,,
Rock Hill,,NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,,,
Sparta,Miles Realty; downtown,NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,http://www.thetimesnews.com/news/20180310/greensboro-students-to-march-for-our-lives,,,
Warrenton,109 Cousin Lucy Lane to courthouse square; 109 S. Main St.,NC,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.wral.com/washington-d-c-to-warren-county-thousands-in-nc-prepare-for-saturday-s-march-for-our-lives/17435988/,,,
Wilmington,Cape Fear Community College to Federal Courthouse steps,NC,US,2018-03-24,over 3000,3000,,3000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.wect.com/story/37784818/march-for-our-lives-to-be-held-in-wilmington-today,https://www.facebook.com/events/1990648181190824/,,
Winston-Salem,Corpening Plaza,NC,US,2018-03-24,Hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article206383784.html#storylink=rss,http://www.journalnow.com/news/local/mother-young-son-make-statement-at-winston-salem-march-against/article_4fda77de-c998-52bf-9882-29826cb448f5.html,,
Bismarck,State Capitol,ND,US,2018-03-24,around 100,100,,100,,,ND - Bismarck - March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kfyrtv.com/content/news/Bismarck-March-for-Our-Lives-477834463.html,,
Fargo,Downtown Fargo,ND,US,2018-03-24,Hundreds,200,,200,,,Moms Demand Action,support gun control,1,march,0,0,0,0,1,1,http://www.kvrr.com/2018/03/25/hundreds-advocate-for-gun-reform-at-march-for-our-lives/,,,
Minot,Federal Court House,ND,US,2018-03-24,a few dozen,24,,60,,,Minot - March for our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kfyrtv.com/content/news/Minot-March-for-our-Lives-sparks-gun-law-discussion-477828713.html,https://twitter.com/AmirTalai/status/977668199050178560,
Hastings,corner of 16th and Burlington by the high school,NE,US,2018-03-24,approximately 200,200,,200,,,Hastings March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.theindependent.com/news/local/march-for-our-lives-in-hastings/collection_ba2b58d8-2fd4-11e8-b2df-db4b599cd84b.html,,
Kearney,25th St.,NE,US,2018-03-24,around 100,100,,100,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.kearneyhub.com/news/local/participants-in-kearney-s-march-for-our-lives-ask-for/article_8ed1ad34-2f9f-11e8-ba61-dbe3420f40b1.html,,,
Lincoln,State Capitol,NE,US,2018-03-24,at least 1400,1400,,1400,,,"March for Our Lives - Lincoln, NE",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://journalstar.com/news/local/someday-soon-it-could-be-us-at-least-in-lincoln/article_15c6c28a-4920-58da-816d-0ef62656dce3.html,,
Omaha,Lewis and Clark Landing/ Bob Kerry Ped. Bridge,NE,US,2018-03-24,about 1500,1500,,3000,,,"March for Our Lives - Omaha, NE",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.omaha.com/news/metro/photos-march-for-our-lives-event-in-omaha-draws-about/collection_ac3572a9-7845-5903-98ac-fb41312317b9.html,https://twitter.com/SwingLeftOmaha/status/977746037510234112,
Concord,statehouse,NH,US,2018-03-24,about 4000,4000,,4000,,,general protestors,Enough: National School Walkout,1,rally,0,0,0,0,1,1,http://www.courant.com/nation-world/ct-march-for-our-lives-20180324-story.html#nt=oft12aH-1li3,http://www.wmur.com/article/march-for-our-lives-rallies-held-across-nh/19582554,,
Jackson,Main Street,NH,US,2018-03-24,more than 300,300,,300,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.conwaydailysun.com/news/local/march-for-our-lives-draws-in-jackson/article_e18a35aa-3139-11e8-89f0-c398f96e96c5.html,,
Keene,Central Square,NH,US,2018-03-24,dozens,24,,24,,,general protestors,Enough: National School Walkout,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/1351988534907262/,http://www.sentinelsource.com/news/local/outrage-and-sadness-weariness-and-determination-on-display-at-keene/article_300ecdfc-c00c-5a2d-a90c-51e8dc6070f0.html,
Lancaster,Great North Woods Welcome Center,NH,US,2018-03-24,more than 200,200,,200,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.caledonianrecord.com/news/local/hundreds-turn-out-for-gun-control-at-march-for-our/article_8299180e-873a-5bb9-8a1f-d7d25d03bc97.html,,
Nashua,Nashua City Hall,NH,US,2018-03-24,more than 500,500,,500,,,general protestors,Enough: National School Walkout,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.wmur.com/article/march-for-our-lives-rallies-held-across-nh/19582554,,
Portsmouth,Market Square,NH,US,2018-03-24,at least 2500; upwards of an estimated 3000 ,2500,,3000,,,general protestors,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1032525620218892/,http://www.wmur.com/article/march-for-our-lives-rallies-held-across-nh/19582554,https://www.facebook.com/portsmouthnhpd/posts/10156014559715428,
Asbury Park,,NJ,US,2018-03-24,thousands,2000,,2000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://www.nj.com/news/index.ssf/2018/03/a_united_front_against_gun_violence_di_ionno.html#incart_river_index,https://www.app.com/videos/news/local/how-we-live/2018/03/25/asbury-park-march-our-lives-draws-thousands/33248071/,,
Audobon,Haddon Lake Park,NJ,US,2018-03-24,nearly a thousand,1000,,1000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.courierpostonline.com/story/news/2018/03/24/organizers-nearly-1-000-turn-out-south-jersey-march-our-lives/445131002/,,,
Englewood,Liberty School,NJ,US,2018-03-24,FB: 15,15,,15,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1878667238841683/,,,
Freehold Township,Village Center,NJ,US,2018-03-24,FB: 25,25,,25,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/585468145123532/,,,
Gulf Breeze,,NJ,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.pnj.com/story/news/local/2018/03/01/students-leading-march-our-lives-gun-control-protest-gulf-breeze/378611002/,,,
Hackensack,,NJ,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/misspinkkate/status/977729126017662976,https://www.tapinto.net/articles/march-for-our-lives-rally-comes-to-hackensack,,
Haddon Heights,Haddon Lake Park,NJ,US,2018-03-24,nearly 1100,1100,,1100,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/prumaker/status/977591471275741184,https://www.courierpostonline.com/story/news/2018/03/24/organizers-nearly-1-000-turn-out-south-jersey-march-our-lives/445131002/,,
Hoboken,outside City Hall,NJ,US,2018-03-24,more than 1000,1000,,1000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://www.nj.com/news/index.ssf/2018/03/a_united_front_against_gun_violence_di_ionno.html#incart_river_index,,,
Jersey City,Ferris High School to City Hall,NJ,US,2018-03-24,at least 500,500,,1000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://www.nj.com/news/index.ssf/2018/03/a_united_front_against_gun_violence_di_ionno.html#incart_river_index,https://twitter.com/seancurry1/status/977727139851177990,,
Lawrenceville,Palmer Square,NJ,US,2018-03-24,,,,,,,general protestors,Enough: National School Walkout,1,protest,,,,,1,1,https://www.facebook.com/events/205960400150229/,,,
Maplewood,,NJ,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://villagegreennj.com/free/photos-maplewood-south-orange-train-it-to-march-for-our-lives/,,,
Metuchen,Borough Hall,NJ,US,2018-03-24,FB: 165,165,,165,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1649328531812535/,,,
Morristown,Town Hall,NJ,US,2018-03-24,na,13000,,13000,,,March For Our Lives - Morristown,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/128690741287584/,https://twitter.com/BobKarpDR/status/977618563182809088,,
Newark,Military Park,NJ,US,2018-03-24,5000 or so,5000,,5000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.nj.com/news/index.ssf/2018/03/a_united_front_against_gun_violence_di_ionno.html#incart_river_index,,,
Newton,Newton Green,NJ,US,2018-03-24,more than 500,500,,500,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.njherald.com/20180325/teens-plead-for-gun-reform-at-newton-rally#,,,
Ocean City,Boardwalk,NJ,US,2018-03-24,1000 strong,1000,,1000,,,March For Our Lives,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/IndivisibleSoNJ/status/977624254098411520,http://www.pressofatlanticcity.com/news/hundreds-march-in-ocean-city-to-end-gun-violence/article_6138a161-af50-5c5c-84be-9717c94fbbfe.html,http://www.snjtoday.com/story/37810192/march-for-our-lives-in-ocean-city-1000-strong,
Paramus,Forrest Ave.,NJ,US,2018-03-24,about 30,30,,30,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.northjersey.com/story/news/new-jersey/2018/03/24/march-our-lives-live-updates-nj-new-jersey/450915002/,,,residents of the Brightview Senior Living home
Paterson,plaza,NJ,US,2018-03-24,over 100,100,,100,,,general protestors,support gun control & end violence,1,march,0,0,0,0,1,1,https://www.northjersey.com/story/news/passaic/paterson/2018/03/24/paterson-march-honors-gun-death-victims-and-calls-end-violence/455733002/,,,
Piscataway,,NJ,US,2018-03-24,more than 100,100,,100,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/2018/03/24/march-our-lives-new-jersey/443137002/,,,
Princeton,Hinds Plaza,NJ,US,2018-03-24,thousands; na,2000,,4000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/NJIndivisible/status/977618564168503296,https://www.facebook.com/events/205960400150229/,https://planetprinceton.com/2018/03/24/photos-panera-in-princeton-after-the-march-for-our-lives/,http://www.centraljersey.com/news/princeton-march-for-our-lives-rally-draws-big-crowd-updated/article_7f94b362-3115-11e8-90dd-fbc48c5b952c.html
Red Bank,Red Bank Transit Station,NJ,US,2018-03-24,more than 2000,2000,,2000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://www.app.com/story/news/education/2018/03/24/march-our-lives-2018-march-24-gun-control-never-again-asbury-park-red-bank/441759002/,,,
Somerville,Somerset County Courthouse,NJ,US,2018-03-24,about 1000,1000,,1000,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/IndivisibleNJ07/status/977623319552970754,https://www.mycentraljersey.com/story/news/2018/03/24/march-our-lives-new-jersey/443137002/,,
Union,Morris Ave.,NJ,US,2018-03-24,more than 500,500,,500,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://www.nj.com/news/index.ssf/2018/03/a_united_front_against_gun_violence_di_ionno.html#incart_river_index,https://www.tapinto.net/towns/cranford/articles/scenes-from-saturdays-march-for-our-lives-even-23,,
Upper Montclair,St. James Episcopal church,NJ,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.tapinto.net/towns/nutley/articles/hundreds-attend-march-for-our-lives-in-montclair-1,,,
West Milford,,NJ,US,2018-03-24,From video: scores,40,,40,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.youtube.com/watch?v=VGsjnSRz9ww,,,
Westfield,Mindowaskin Park,NJ,US,2018-03-24,an estimated 4000,4000,,4000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.tapinto.net/towns/westfield/articles/students-lead-march-for-our-lives-in-westfield,,,
Albuquerque,Tiguex Park,NM,US,2018-03-24,estimated at more than 8000,8000,,8000,,,"March for Our Lives - Albuquerque, NM",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.krqe.com/news/albuquerque-metro/thousands-take-part-in-march-for-our-lives-in-albuquerque/1075253025,,
Clovis,Curry County Courthouse,NM,US,2018-03-24,about 60,60,,60,,,Clovis March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.easternnewmexiconews.com/story/2018/03/25/news/locals-protest-gun-violence/156872.html?m=true,,
Rio Rancho,Haynes Park,NM,US,2018-03-24,nearly 500,500,,500,,,Rio Rancho March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.wdtn.com/news/local-news/march-for-our-lives-sister-rally-held-in-downtown-dayton/1075354668,,
Roswell,Pioneer Plaza,NM,US,2018-03-24,about 60,60,,60,,,NM - Roswell - March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.rdrnews.com/2018/03/24/marching-for-global-change-downtown-rally-in-response-to-school-shootings/,,
Santa Fe,The Plaza,NM,US,2018-03-24,about 4000,4000,,4000,,,"March for Our Lives - Santa Fe, NM",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.santafenewmexican.com/news/local_news/march-against-gun-violence-draws-thousands-to-downtown-santa-fe/article_a68d9d46-2f92-11e8-a556-a3d1286ea51e.html,https://twitter.com/annehelen/status/977927158260678657,
Silver City,Gough Park,NM,US,2018-03-24,around 400,400,,400,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.scdailypress.com/site/2018/03/26/gough-park-protesters-join-worldwide-march-for-our-lives-saturday/,,,
Carson City,Mills Park to Capitol,NV,US,2018-03-24,nearly 200,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.nevadaappeal.com/news/local/hundreds-join-march-for-our-lives-in-carson-city/,,,
Las Vegas,The Smith Center,NV,US,2018-03-24,thousands,2000,,2000,,,"March for Our Lives - Las Vegas, NV",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://news3lv.com/news/local/survivors-of-1-october-shooting-speak-out-at-march-for-our-lives,,
Reno,Downtown City Plaza,NV,US,2018-03-24,at least 3000,3000,,3000,,,"March for Our Lives - Reno, NV",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.rgj.com/story/news/2018/03/24/thousands-swarm-reno-march-our-lives-rally-call-gun-control-safer-schools/456530002/,,
Mesquite,Sidewalks surrounding Mesquite City Hall,NV,US,2018-03-24,na,40,,40,,,Mesquite March for Our Lives Walk,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.thespectrum.com/story/news/local/mesquite/2018/04/02/local-students-nowhere-found-march-our-lives-event-mesquite/467321002/,,
Albany,West Capitol Park,NY,US,2018-03-24,3000 to 5000,3000,,5000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://m.timesunion.com/7dayarchive/article/Students-in-Albany-protest-gun-violence-in-12778719.php,http://wnyt.com/news/students-organize-albany-march-for-our-livesquot-event/4838651/,https://www.facebook.com/events/176949503033619/,
Ardsley,Pascone Park,NY,US,2018-03-24,FB: 128,128,,128,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://whiteplains.dailyvoice.com/lifestyle/thousands-in-westchester-join-march-for-our-lives-gun-violence-protests/734762/,https://www.facebook.com/events/2068467170078383/,,
Batavia,,NY,US,2018-03-24,more than 200,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.thebatavian.com/tags/march-for-our-lives,,,
