City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Admin Role
Boiling Springs,Boiling Springs HS,PA,US,2018-03-14,about 100 to 150,100,,150,,,students,,1,walkout,0,0,0,0,1,1,http://cumberlink.com/news/local/communities/carlisle/cumberland-county-students-stage-walkouts-to-remember-victims-push-for/article_c6ac48c5-501a-50a8-ac3c-a9a0d1ad7e51.html?utm_content=buffer2ecfe&utm_medium=social&utm_source=twitter.com&utm_campaign=LEEDCC#tracking-source=home-top-story,,,,
Buckingham,Central Bucks High School and other schools,PA,US,2018-03-14,about 600,600,,600,,,students,,1,walkout,0,0,0,0,1,1,http://www.buckscountycouriertimes.com/news/20180314/thousands-of-bucks-county-students-participate-in-walkouts/1,,,,
Carlisle,Carlisle HS,PA,US,2018-03-14,close to 250,250,,250,,,students,,1,walkout,0,0,0,0,1,1,http://cumberlink.com/news/local/communities/carlisle/cumberland-county-students-stage-walkouts-to-remember-victims-push-for/article_c6ac48c5-501a-50a8-ac3c-a9a0d1ad7e51.html?utm_content=buffer2ecfe&utm_medium=social&utm_source=twitter.com&utm_campaign=LEEDCC#tracking-source=home-top-story,,,,
East Rockhill,Pennridge High School; other schools,PA,US,2018-03-14,almost 700,700,,700,,,students,,1,walkout,0,0,0,0,1,1,http://www.buckscountycouriertimes.com/news/20180314/thousands-of-bucks-county-students-participate-in-walkouts/1,,,,
Glen Mills,Garnet Valley High School ,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://philadelphia.cbslocal.com/2018/03/14/delaware-valley-national-walkout-day/,https://twitter.com/FOX29philly/status/973928653133434880,,heart,
Greensburg,Greensburg Salem High School,PA,US,2018-03-14,estimated 400 to 500,400,,500,,,students,,1,walkout,0,0,0,0,1,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,,,,
Greensburg,Seton Hill University,PA,US,2018-03-14,na,60,,100,,,students,,1,walkout,,,,,0,1,https://twitter.com/SHUStudentLife/status/973635214982434816,form,,,
Havertown,Haverford HS,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/alena_cristina/status/973975864080846848,,,,
Leetsdale,Quaker Valley HS,PA,US,2018-03-14,about 150,150,,150,,,students,,1,walkout,0,0,0,0,1,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,,,,
Linesville,Conneaut Area Senior High School,PA,US,2018-03-14,nearly 150 more,150,,150,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.meadvilletribune.com/news/crawford-county-students-remember-those-killed-last-month-in-florida/article_4b30a496-27f1-11e8-8b5a-af070a118854.html,,,,
Malvern,Malvern Preparatory School,PA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout; march,,,,,1,1,http://6abc.com/education/local-students-take-part-in-national-walkout-day/3212886/,,,,
McDonald,South Fayette Township High School,PA,US,2018-03-14,,,,,,,students,remember Parkland,0,walkout,0,0,0,0,1,1,https://thealmanac.net/news/south-hills-students-participate-in-march-walkout/article_bf4b6f84-2b7d-11e8-b541-f7dad33d9808.html,,,,
Meadville,in front of Meadville Area Senior High,PA,US,2018-03-14,about 120,120,,120,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.meadvilletribune.com/news/crawford-county-students-remember-those-killed-last-month-in-florida/article_4b30a496-27f1-11e8-8b5a-af070a118854.html,,,,
Meadville,inside Meadville Area Senior High,PA,US,2018-03-14,150 to 200,150,,200,,,students,remember Parkland,0,observance,0,0,0,0,0,1,http://www.meadvilletribune.com/news/crawford-county-students-remember-those-killed-last-month-in-florida/article_4b30a496-27f1-11e8-8b5a-af070a118854.html,,,,
Mechanicsburg,Cumberland Valley HS,PA,US,2018-03-14,about 200,200,,200,,,students; teachers,,1,walkout,0,0,0,0,1,1,https://twitter.com/cumberlink/status/974229483120193537,http://cumberlink.com/news/local/communities/carlisle/cumberland-county-students-stage-walkouts-to-remember-victims-push-for/article_c6ac48c5-501a-50a8-ac3c-a9a0d1ad7e51.html?utm_content=buffer2ecfe&utm_medium=social&utm_source=twitter.com&utm_campaign=LEEDCC#tracking-source=home-top-story,,,
Monroeville,Gateway High School,PA,US,2018-03-14,roughly 250,250,,250,,,students,,1,walkout,0,0,0,0,1,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,https://twitter.com/dillonswriting/status/973926139302498304,,,
Natrona Heights,Highlands High School,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,,,"larger, indoor ",
Natrona Heights,Highlands High School,PA,US,2018-03-14,about a dozen,12,,12,,,students,,1,walkout,0,0,0,0,0,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,,,outdoor protest,
New Hope,New Hope-Solebury High School,PA,US,2018-03-14,between 250 and 300,250,,300,,,students,,1,walkout,0,0,0,0,1,1,http://www.buckscountycouriertimes.com/news/20180314/thousands-of-bucks-county-students-participate-in-walkouts/1,,,,
Newtown,Council Rock HS North,PA,US,2018-03-14,more than 400,400,,400,,,students,,1,walkout,0,0,0,0,1,1,http://www.philly.com/philly/education/school-walkout-suspension-discipline-council-rock-high-school-philadelphia-pennsylvania-nj-20180314.html,http://www.buckscountycouriertimes.com/news/20180314/thousands-of-bucks-county-students-participate-in-walkouts/1,,,
Northampton,Council Rock HS South,PA,US,2018-03-14,about 200,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.buckscountycouriertimes.com/news/20180314/thousands-of-bucks-county-students-participate-in-walkouts/1,,,,"""about 200 students went outside in defiance of school officials, and another 150 went to an approved event in the auditorium."""
Oley,Oley Valley High School,PA,US,2018-03-14,FB: 11,11,,11,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/178928329502846/,,,,
Orefield,Parkland High School,PA,US,2018-03-14,some 3000,3000,,3000,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.nbcphiladelphia.com/news/local/Parkland-for-Parkland-Lehigh--476867723.html,http://www.journalgazette.net/news/us/20180314/student-walkouts-range-from-somber-tributes-to-angry-rallies,,,
Paoli,Delaware Valley Friends School,PA,US,2018-03-14,,,,,,,students,,1,walkout; march,0,0,0,0,1,1,http://www.philly.com/philly/education/school-walkout-suspension-discipline-council-rock-high-school-philadelphia-pennsylvania-nj-20180314.html,https://www.instagram.com/p/BgTtrQChDeq/?utm_source=ig_embed,,,
Pennridge,Pennridge High School; other schools,PA,US,2018-03-14,NA,225,,225,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.post-gazette.com/news/education/2018/03/15/Eastern-Pennsylvania-pennridge-school-200-detentions-over-student-national-walkouts-gun-control-protests/stories/201803150106,,,,
Perkasie,Pennridge High School,PA,US,2018-03-14,na,225,,225,,,students,,1,walkout,0,0,0,0,1,1,https://www.beaumontenterprise.com/news/education/article/School-walkout-unity-also-lays-bare-division-12761091.php,,,,
Philadelphia,Central High School,PA,US,2018-03-14,over 1000,1000,,1000,,,students,,1,walkout,0,0,0,0,1,1,http://www.philly.com/philly/education/national-school-walkout-philadelphia-students-parkland-florida-shootings-gun-control-20180314.html?utm_medium=social&utm_source=t.co&utm_campaign=Daily+News+Twitter+Account&cid=Daily+News+Twitter+Account,,,,
Philadelphia,City Hall,PA,US,2018-03-15,more than 1000; thousands,1000,,2000,,,students from many schools,,1,march; protest,0,0,0,0,0,1,http://www.philly.com/philly/education/national-school-walkout-philadelphia-students-parkland-florida-shootings-gun-control-20180314.html?utm_medium=social&utm_source=t.co&utm_campaign=Daily+News+Twitter+Account&cid=Daily+News+Twitter+Account,http://philadelphia.cbslocal.com/2018/03/14/delaware-valley-national-walkout-day/,,,
Philadelphia,Greene Street Friends School,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.philly.com/philly/education/school-walkout-suspension-discipline-council-rock-high-school-philadelphia-pennsylvania-nj-20180314.html,,,,
Philadelphia,High School for Creative and Performing Arts,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/PHLschools/status/973922754339667968,,,,
Philadelphia,Multicultural Academy Charter School,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.philly.com/philly/education/school-walkout-suspension-discipline-council-rock-high-school-philadelphia-pennsylvania-nj-20180314.html,,,,
Philadelphia,Penn Alexander Elementary,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.philly.com/philly/education/national-school-walkout-philadelphia-students-parkland-florida-shootings-gun-control-20180314.html?utm_medium=social&utm_source=t.co&utm_campaign=Daily+News+Twitter+Account&cid=Daily+News+Twitter+Account,,,,
Philadelphia,Philadelphia High School for Girls,PA,US,2018-03-14,,,,,,,students,,1,hallway demonstration,0,0,0,0,0,1,https://twitter.com/gendy928/status/973925451835084801,,,,
Phoenixville,Renaissance Academy Charter High School,PA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://6abc.com/education/local-students-take-part-in-national-walkout-day/3212886/,,,,
Pittsburgh,Baldwin High School,PA,US,2018-03-14,more than 50,50,,50,,,students,,1,walkout,0,0,0,0,1,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,,,,
Pittsburgh,Brashear High School,PA,US,2018-03-14,,,,,,,students,National School walkout,1,walkout,0,0,0,0,0,1,http://pittsburgh.cbslocal.com/2018/03/13/pittsburgh-national-school-walkout-moon-brashear/,,,,
Pittsburgh,Fox Chapel Area High School,PA,US,2018-03-14,more than 150,150,,150,,,students,,1,walkout,0,0,0,0,0,1,http://triblive.com/news/education/safety/13412326-74/students-across-western-pennsylvania-take-part-in-national-school-walkout-to-protest,https://twitter.com/tawnyatrib/status/973932907755696128,,,
Pittsburgh,Mt. Lebanon High School,PA,US,2018-03-14,about 200,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://thealmanac.net/news/south-hills-students-participate-in-march-walkout/article_bf4b6f84-2b7d-11e8-b541-f7dad33d9808.html,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh,Woodland Hills High School,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/bencschmitt/status/973922477566029824,,,,
Pottstown,Pottsgrove High School,PA,US,2018-03-14,more than 700,700,,700,,,students,,1,walkout,0,0,0,0,1,1,http://www.readingeagle.com/news/article/berks-county-students-observe-national-school-walkout,,,,
Prospect Park,Interboro High School,PA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://6abc.com/education/local-students-take-part-in-national-walkout-day/3212886/,https://twitter.com/buccaneerpride/status/973922977636069376,,,
Reading,Gov. Mifflin High School,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.readingeagle.com/news/article/berks-county-students-observe-national-school-walkout,,,,
Reading,I-LEAD Charter School,PA,US,2018-03-14,,,,,,,students,,1,walkout,,,,,0,1,http://www.readingeagle.com/news/article/berks-county-students-observe-national-school-walkout,,,,
Saegertown,Saegertown Junior-Senior High School,PA,US,2018-03-14,approx 150 to 200,150,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,Saegertown Junior-Senior High Schoo,,,,
Shippensburg,senior high school,PA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://cumberlink.com/news/local/communities/carlisle/cumberland-county-students-stage-walkouts-to-remember-victims-push-for/article_c6ac48c5-501a-50a8-ac3c-a9a0d1ad7e51.html?utm_content=buffer2ecfe&utm_medium=social&utm_source=twitter.com&utm_campaign=LEEDCC#tracking-source=home-top-story,,,,
State College,State College Friends School,PA,US,2018-03-14,count pic,15,,15,,,students; faculty; community members,,1,walkout,0,0,0,0,1,1,http://www.scfriends.org/uploads/7/7/4/5/77455336/03.15.2018_headlines.pdf,,,,
Warminster,William Tennent High School,PA,US,2018-03-14,about 350,350,,350,,,students,,1,walkout,0,0,0,0,1,1,http://www.buckscountycouriertimes.com/news/20180314/thousands-of-bucks-county-students-participate-in-walkouts/1,,,,
Allentown,William Allen High School,PA,US,2018-03-14,,,,,,,,,,assembly/discussion,,,,,,,http://www.philly.com/philly/education/school-walkout-suspension-discipline-council-rock-high-school-philadelphia-pennsylvania-nj-20180314.html,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Barrington,,RI,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://ripr.org/post/students-across-ri-walk-out-classes-demanding-stricter-gun-control#stream/0,,,,
Coventry,,RI,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://ripr.org/post/students-across-ri-walk-out-classes-demanding-stricter-gun-control#stream/0,,,,
Cranston,Cranston High School East,RI,US,2018-03-14,about 2000,2000,,2000,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://turnto10.com/news/local/cranston-students-plan-walkout-in-memory-of-parkland-victims,,,,
Cumberland ,Cumberland High School,RI,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://ripr.org/post/students-across-ri-walk-out-classes-demanding-stricter-gun-control#stream/0,,,,
New Shoreham,Block Island School,RI,US,2018-03-14,about 35,35,,35,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.blockislandtimes.com/article/students-silently-protest-gun-violence/51919,,,,
North Kingstown,,RI,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://ripr.org/post/students-across-ri-walk-out-classes-demanding-stricter-gun-control#stream/0,,,,
Providence,Brown University,RI,US,2018-03-14,hundreds,200,,200,,,students; general protestors,,1,protest,0,0,0,0,1,1,http://www.providencejournal.com/news/20180314/gun-violence-graduate-of-parkland-high-school-speaks-to-crowd-at-brown-university-walkout,,,,
Providence,The Grace School,RI,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/TheGraceSchool/status/973925657586622464,,,,
Providence,Statehouse,RI,US,2018-03-14,hundreds,200,,200,,,Rhode Island Coalition Against Gun Violence; students,Rallying for gun control,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/330404977366805/,http://ripr.org/post/students-across-ri-walk-out-classes-demanding-stricter-gun-control#stream/0,,,
Warwick,Pilgrim High School,RI,US,2018-03-14,about 250,250,,250,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.nbcnews.com/news/us-news/national-school-walkout-marks-month-parkland-mass-shooting-n856386,,,,
Warwick,Toll Gate High School,RI,US,2018-03-14,several hundred,300,,300,,,students,,1,walkout,0,0,0,0,0,1,http://ripr.org/post/students-across-ri-walk-out-classes-demanding-stricter-gun-control#stream/0,,,,
Anderson,Westside High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/ClickingKen/status/973926790614933505,,,,
Blythewood,Blythewood High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.beaumontenterprise.com/news/education/article/School-walkout-unity-also-lays-bare-division-12761091.php,,,,
Charleston,Ashley Hall,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Charleston,Burke High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Charleston,West Ashley High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Charleston,James Island Charter High School,SC,US,2018-03-14,hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.wbtv.com/story/37726944/hundreds-of-students-walkout-of-james-island-schools,,,,
Goose Creek,Goose Creek High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Greenville,J.L. Mann High School,SC,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.vcstar.com/story/news/2018/03/14/thousands-students-across-u-s-walk-out-class-today-protest-gun-violence/420731002/?hootPostID=af8de15811ff925cd33f3bf2f1fea991,,,,
Mount Pleasant,University School of the Lowcountry,SC,US,2018-03-14,about 30,30,,30,,,students,,1,walkout,0,0,0,0,1,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Mount Pleasant,Wando High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
North Charleston,Charleston County School of the Arts; Academic Magnet High School,SC,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
North Charleston,Fort Dorchester High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
North Charleston,Stall High School,SC,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Simpsonville,Hillcrest High School,SC,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://www.vcstar.com/story/news/2018/03/14/thousands-students-across-u-s-walk-out-class-today-protest-gun-violence/420731002/?hootPostID=af8de15811ff925cd33f3bf2f1fea991,,,,
Spartanburg,Converse College,SC,US,2018-03-14,FB: 57,57,,57,,,general protestors; students,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/162174057910029/,,,,
West Columbia,Gray Collegiate Academy,SC,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.wbtv.com/story/37727203/gray-collegiate-students-walk-out-demand-gun-reform,,,,
Summerville,Ashley Ridge High School,SC,US,2018-03-14,,,,,,,,,,auditorium/tribute,,,,,,,https://www.postandcourier.com/news/here-s-how-charleston-area-students-observed-the-national-school/article_dbf05f08-27ab-11e8-9e2e-3f26204aecc7.html,,,,
Aberdeen,,SD,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.seattletimes.com/nation-world/south-dakota-students-join-national-gun-violence-walkout/,,,,
Rapid City,Central High School,SD,US,2018-03-14,hundreds; around 600,200,,600,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.npr.org/sections/thetwo-way/2018/03/14/593433911/across-the-country-students-walk-out-to-protest-gun-violence,http://listen.sdpb.org/post/south-dakota-students-participate-national-walkout,http://www.kotatv.com/content/news/Students-from-all-over-KOTA-Territory-participate-in--476876643.html,,
Rapid City,Douglas High School,SD,US,2018-03-14,around 120,120,,120,,,students,,1,walkout,0,0,0,0,0,1,http://www.kotatv.com/content/news/Students-from-all-over-KOTA-Territory-participate-in--476876643.html,,,,
Rapid City,St. Thomas More,SD,US,2018-03-14,about 50,50,,50,,,students,,1,walkout; prayer service,0,0,0,0,0,1,http://www.kotatv.com/content/news/Students-from-all-over-KOTA-Territory-participate-in--476876643.html,,,,
Rapid City,Stevens High School,SD,US,2018-03-14,estimated 350; around 300,300,,350,,,students,,1,walkout,0,0,0,0,0,1,http://rapidcityjournal.com/news/local/school-walkout-area-students-honor-shooting-victims-plan-further-protests/article_9e0e341f-b78a-5b79-b617-86e721554770.html,http://www.kotatv.com/content/news/Students-from-all-over-KOTA-Territory-participate-in--476876643.html,,,
Sioux Falls,Edison Middle School,SD,US,2018-03-14,,,,,,,students,remember Parkland; promote kindness,0,walkup,0,0,0,0,1,1,https://www.argusleader.com/story/news/education/2018/03/13/dont-call-walkout-sioux-falls-schools-focus-safety-not-gun-reform/420360002/,,,,"""""You won't see anything here regarding gun safety, gun control, pros and cons,"" Superintendent Brian Maher said. ""That's not what this is going to be about."" "
Sioux Falls,Roosevelt High School,SD,US,2018-03-14,more than 1500,1500,,1500,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/mlraposa/status/973939224473980930,https://twitter.com/mlraposa/status/973944236113620993,http://www.keloland.com/news/article/preview/students-walkout-at-roosevelt-high-school,,
Sioux Falls,Washington High School,SD,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.argusleader.com/story/news/education/2018/03/13/dont-call-walkout-sioux-falls-schools-focus-safety-not-gun-reform/420360002/,,,,"""""You won't see anything here regarding gun safety, gun control, pros and cons,"" Superintendent Brian Maher said. ""That's not what this is going to be about."" "
Spearfish,Spearfish High School,SD,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8668/signup/?akid=&zip=&source=,,,,
Antioch ,Antioch High School,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.kentucky.com/news/nation-world/national/article205235894.html,,,,
Brentwood,Brentwood High School,TN,US,2018-03-14,at least 300,300,,300,,,students,,1,walkout,0,0,0,0,1,1,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/,,,
Clarksville,West Creek HS,TN,US,2018-03-14,count pic,6,,6,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/thiccdolan_/status/973963927573991424,,,,
Franklin,Battle Ground Academy,TN,US,2018-03-14,na,50,,100,,,students,,1,walkout,,,,,1,1,https://twitter.com/maddy_ambrose/status/973927483736281089?s=12,form,,,
Franklin,Centennial High School,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,,
Franklin,Franklin High School,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/,,,,
Franklin,Page High School,TN,US,2018-03-14,about 100,100,,100,,,students,,1,walkout,0,0,0,0,0,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/,,,,
Gallatin,Station Camp High School,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/ (in photos),,,,
Hendersonville,Hendersonville High School,TN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.actionnetwork.org/event_campaigns/enough-national-school-walkout,https://www.facebook.com/events/413894409052335/,,,
Jackson,USJ High School,TN,US,2018-03-14,,,,,,,students,,1,walkout; prayer service,0,0,0,0,1,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/ (in photos),,,,
Maryville,Maryville College,TN,US,2018-03-14,,,,,,,,,1,walkout,0,0,0,0,1,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/ (in photos),,,,
Memphis,University of Memphis,TN,US,2018-03-14,about 100,100,,100,,,general protestors; students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.commercialappeal.com/story/news/education/2018/03/14/school-walkout-national-memphis-parkland-school-shooting/422277002/,,,,
Nashville,Creswell Middle Prep School of The Arts,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,,
Nashville,Hillsboro High School,TN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.npr.org/sections/thetwo-way/2018/03/14/593433911/across-the-country-students-walk-out-to-protest-gun-violence,,,,
Nashville,Hume-Fogg Academic Magnet High School; state capitol,TN,US,2018-03-14,,,,,,,students,,1,walkout; march,0,0,0,0,0,1,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,,
Nashville,Nashville School of the Arts,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/NSA_Magnet/status/973951985195077632,,,,
Nashville,Oliver Middle School,TN,US,2018-03-14,hundreds from pic,200,,200,,,students,,1,protest,0,0,0,0,0,1,https://twitter.com/OliverMNPS/status/973950136773677057?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.kentucky.com%2Fnews%2Fnation-world%2Fnational%2Farticle205235894.html&tfw_site=heraldleader,,,,
Nashville,John Overton High School,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,,
Nashville,Vanderbilt University,TN,US,2018-03-14,,,,,,,general protestors,,1,walkout,0,0,0,0,0,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/ (in photos),,,,
Sevierville,Sevier County High School,TN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.tennessean.com/story/news/local/williamson/2018/03/14/national-walkout-williamson-county-tn-parkland-school-shooting/424507002/ (in photos),,,,
Trenton,Peabody High School,TN,US,2018-03-14,about 100,100,,100,,,students,pro-kindness,1,walkout,0,0,0,0,1,1,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,not guns,
Clarksville,Clarksville Christian School,TN,US,2018-03-14,,,,,,,,,,prayer,,,,,,,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,,
Gallatin,Gallatin High School,TN,US,2018-03-14,,,,,,,,,,memorial service instead of walkout,,,,,,,https://www.tennessean.com/story/news/2018/03/14/national-school-walkout-tennessee-gun-control-protests/425612002/,,,,
Kountze ,Kountze High School,TX,US,2018-03-14,more than 100,100,,100,,,students,memorial for those killed,0,walkout,0,0,0,0,1,1,https://www.beaumontenterprise.com/news/article/Kountze-High-holds-memorial-for-victims-of-12752835.php,,,,"""The school's 300 students were invited to attend by the principal in an announcement"" "
