store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,store_name_l,store
Family Dollar Store 3066,st_057601,2004,Highway 56 E,NA,Calico Rock,AR,72519,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-92.1248,36.13967,usda,NA,0,NA,L003959,family dollar store 3066,Family Dollar
Family Dollar Store 1197,st_060611,700,California Ave SW,NA,Camden,AR,71701,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-92.83614,33.57245,usda,NA,0,NA,L003968,family dollar store 1197,Family Dollar
Family Dollar Store 8536,st_258356,514,W Centerton Blvd,NA,Centerton,AR,72719,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-94.28970214,36.35855952,esri,PointAddress,0,NA,L003995,family dollar store 8536,Family Dollar
Family Dollar Store 2663,st_177540,0,PO Box 1022,NA,Clinton,AR,72031,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-92.43668,35.58837,usda,NA,0,NA,L004021,family dollar store 2663,Family Dollar
DOLLAR GENERAL 3979,st_145760,0,HWY 65,NA,CLINTON,AR,72031,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-92.4590007,35.5922831,google,geometric_center,0,NA,L004022,dollar general 3979,Dollar General
Dollar Tree 5979,st_374747,0,E Collin Raye Dr,NA,De Queen,AR,71832,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,1,1,1,0,2015,2017,-94.32951,34.04548,usda,NA,0,NA,L004074,dollar tree 5979,Dollar Tree
Dollar General 7978,st_147004,722,S Main St,NA,Decatur,AR,72722,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-94.45845742,36.33042263,esri,PointAddress,0,NA,L004087,dollar general 7978,Dollar General
DOLLAR GENERAL 11086,st_050259,1523,E Main St,NA,El Dorado,AR,71730,Combination Grocery/Other,2,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-92.64647753,33.21176806,esri,PointAddress,0,NA,L004143,dollar general 11086,Dollar General
DOLLAR GENERAL 0745,st_147963,2024,N West Ave,NA,El Dorado,AR,71730,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-92.66558,33.23174,usda,NA,0,NA,L004144,dollar general 0745,Dollar General
Family Dollar Store 962,st_054100,1632,S School Ave,NA,Fayetteville,AR,72701,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-94.16467,36.0466,usda,NA,0,NA,L004187,family dollar store 962,Family Dollar
Family Dollar 8628,st_264541,1328,N College Ave,NA,Fayetteville,AR,72703,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-94.1567571,36.08014725,esri,StreetAddress,0,NA,L004188,family dollar 8628,Family Dollar
Family Dollar Store 3496,st_060671,3900,Towson Ave,NA,Fort Smith,AR,72901,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-94.42249,35.34642,usda,NA,0,NA,L004240,family dollar store 3496,Family Dollar
Family Dollar Store 4380,st_206147,924,Highway 25b,NA,Heber Springs,AR,72543,Combination Grocery/Other,2,Small retail,4,0,0,1,1,1,1,0,0,0,0,0,2010,2013,-92.03019324,35.50104899,esri,PointAddress,0,NA,L004375,family dollar store 4380,Family Dollar
DOLLAR GENERAL 29,st_146638,0,PO Box 396,NA,Higden,AR,72067,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-92.15978,35.5635,usda,NA,0,NA,L004406,dollar general 29,Dollar General
Family Dollar Store 2442,st_179322,310,S Broadway St,NA,Hughes,AR,72348,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-90.47616019,34.95115041,esri,StreetAddress,0,NA,L004484,family dollar store 2442,Family Dollar
Family Dollar Store 3151,st_058295,613,E Court St,NA,Jasper,AR,72641,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-93.17658238,36.01617982,esri,PointAddress,0,NA,L004521,family dollar store 3151,Family Dollar
DOLLAR GENERAL 2088,st_146948,2118,S Caraway Rd,NA,Jonesboro,AR,72401,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-90.67782,35.81932,usda,NA,0,NA,L004535,dollar general 2088,Dollar General
Family Dollar Store 3947,st_175707,3610,E Highland Dr,NA,Jonesboro,AR,72401,Combination Grocery/Other,2,Small retail,4,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-90.65717975,35.82104051,esri,PointAddress,0,NA,L004536,family dollar store 3947,Family Dollar
Family Dollar Store 3577,st_054924,113,E Pridemore Dr,NA,Lincoln,AR,72744,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-94.42234019,35.94744252,esri,PointAddress,0,NA,L004598,family dollar store 3577,Family Dollar
Family Dollar Store 1478,st_175702,3409,Baseline Rd,Ste 112,Little Rock,AR,72209,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-92.31583,34.66777,usda,NA,0,NA,L004604,family dollar store 1478,Family Dollar
Dollar General 12881,st_267538,5174,Highway 15 N,NA,Lonoke,AR,72086,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,0,0,0,0,0,0,2011,2012,-91.980444,34.83231008,esri,PointAddress,0,NA,L004715,dollar general 12881,Dollar General
DOLLAR GENERAL 3997,st_146663,0,CREEK PLZ,106-BLOOMINGTON,LOWELL,AR,72745,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-94.13627,36.2693,usda,NA,0,NA,L004723,dollar general 3997,Dollar General
Dollar General 1777,st_146937,903,N Edmonds,NA,McCrory,AR,72101,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-91.19978322,35.26710006,esri,StreetAddress,0,NA,L004800,dollar general 1777,Dollar General
Dollar Tree 4932,st_315868,1509,Highway 67 S,NA,Pocahontas,AR,72455,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-90.9607851,36.25017895,esri,PointAddress,0,NA,L005081,dollar tree 4932,Dollar Tree
Dollar General 13890,st_309577,6400,Blk Highway 64,NA,Pottsville,AR,72858,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-93.03565,35.24833,usda,NA,0,NA,L005091,dollar general 13890,Dollar General
DOLLAR GENERAL 7495,st_146673,921,E Douglas St,NA,Prairie Grove,AR,72753,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-94.30201836,35.98321078,esri,PointAddress,0,NA,L005094,dollar general 7495,Dollar General
DOLLAR GENERAL 10585,st_026129,2057,S Thompson St,NA,Springdale,AR,72764,Combination Grocery/Other,2,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-94.14286505,36.16618357,esri,StreetAddress,0,NA,L005228,dollar general 10585,Dollar General
Family Dollar Store 0599,st_176054,1821,S Main St,NA,Stuttgart,AR,72160,Combination Grocery/Other,2,Small retail,4,0,1,1,1,0,0,0,0,0,0,0,2009,2011,-91.5529224,34.48564187,esri,StreetAddress,0,NA,L005272,family dollar store 0599,Family Dollar
DOLLAR GENERAL 3886,st_146975,833,Highway 463 N,NA,Trumann,AR,72472,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-90.52739684,35.68331714,esri,StreetAddress,0,NA,L005305,dollar general 3886,Dollar General
Family Dollar Store 1107,st_058090,230,Cloverleaf Plz,NA,Van Buren,AR,72956,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-94.32752186,35.44149102,esri,StreetAddress,0,NA,L005318,family dollar store 1107,Family Dollar
DOLLAR GENERAL 3390,st_144755,1083,Highway 64,NA,Vilonia,AR,72173,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-92.21037628,35.08355743,esri,PointAddress,0,NA,L005336,dollar general 3390,Dollar General
Family Dollar Store 798,st_179335,0,N1800 South Blvd,NA,Wynne,AR,72396,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-90.82169,35.23501,usda,NA,0,NA,L005444,family dollar store 798,Family Dollar
Family Dollar Store 4081,st_189721,496,N Ocotillo Rd,NA,Benson,AZ,85602,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-110.3063531,31.9729725,google,rooftop,0,NA,L005508,family dollar store 4081,Family Dollar
Dollar General 6773,st_001651,1579,Mohave Dr,NA,Bullhead City,AZ,86442,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-114.5956135,35.08418649,esri,PointAddress,0,NA,L005527,dollar general 6773,Dollar General
DOLLAR GENERAL 6453,st_148159,1156,E FLORENCE BLVD,NA,CASA GRANDE,AZ,85122,Combination Grocery/Other,2,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-111.7374503,32.87959649,esri,PointAddress,0,NA,L005554,dollar general 6453,Dollar General
Family Dollar Store 7947,st_186447,7,N Alamos Dr,NA,Cottonwood,AZ,86326,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-112.0388097,34.74005887,esri,PointAddress,0,NA,L005676,family dollar store 7947,Family Dollar
Family Dollar Store 3987,st_189719,95,W 5th St,NA,Douglas,AZ,85607,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-109.5637926,31.33921038,esri,StreetAddress,0,NA,L005692,family dollar store 3987,Family Dollar
Dollar General 12111,st_242376,5275,N 59th Dr,NA,Glendale,AZ,85301,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,0,2011,2017,-112.18784,33.51411,usda,NA,0,NA,L005795,dollar general 12111,Dollar General
DOLLAR GENERAL 6458,st_149468,5121,W Glendale Ave,NA,Glendale,AZ,85301,Combination Grocery/Other,2,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,2008,2008,-112.1690798,33.53837042,esri,StreetAddress,0,NA,L005800,dollar general 6458,Dollar General
Family Dollar Store 4297,st_191878,6631,W Peoria Ave,NA,Glendale,AZ,85302,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-112.2014379,33.58159373,esri,StreetAddress,0,NA,L005804,family dollar store 4297,Family Dollar
Dollar Tree 3020,st_065235,5805,W Thunderbird Rd,NA,Glendale,AZ,85306,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-112.1837029,33.61067435,esri,StreetAddress,0,NA,L005805,dollar tree 3020,Dollar Tree
Family Dollar 5776,st_188172,101,S la Canada Dr,Ste 10,Green Valley,AZ,85614,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-110.9953678,31.86902057,esri,StreetAddress,0,NA,L005883,family dollar 5776,Family Dollar
Family Dollar Store 5905,st_189737,332,N Huachuca Blvd,NA,Huachuca City,AZ,85616,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-110.3354607,31.62837605,esri,PointAddress,0,NA,L005900,family dollar store 5905,Family Dollar
Family Dollar Store 4377,st_188864,3155,Stockton Hill Rd,NA,Kingman,AZ,86401,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-114.0353943,35.21578318,esri,PointAddress,0,NA,L005919,family dollar store 4377,Family Dollar
Family Dollar Store 5172,st_188877,215,Lake Havasu Ave N,NA,Lake Havasu City,AZ,86403,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,0,0,0,2009,2015,-114.3479164,34.48022375,esri,PointAddress,0,NA,L005946,family dollar store 5172,Family Dollar
Family Dollar Store 4617,st_191164,7260,E Main St,NA,Mesa,AZ,85207,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-111.6749735,33.41546651,esri,PointAddress,0,NA,L006004,family dollar store 4617,Family Dollar
DOLLAR GENERAL 6581,st_149403,6030,E Main St,NA,Mesa,AZ,85205,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,2008,2013,-111.7004366,33.4157635,esri,StreetAddress,0,NA,L006005,dollar general 6581,Dollar General
Family Dollar Store 4324,st_188886,1240,W University Dr,NA,Mesa,AZ,85201,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-111.857642,33.4222255,esri,StreetAddress,0,NA,L006006,family dollar store 4324,Family Dollar
Family Dollar 3935,st_306568,400,N Grand Ave,NA,Nogales,AZ,85621,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,0,0,0,0,0,2013,2013,-110.9376649,31.33988056,esri,StreetAddress,0,NA,L006129,family dollar 3935,Family Dollar
Family Dollar Store 6332,st_191162,1040,W American Ave,NA,Oracle,AZ,85623,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-110.7854339,32.61605966,esri,PointAddress,0,NA,L006137,family dollar store 6332,Family Dollar
Family Dollar 4812,st_188301,307,S Beeline Hwy,NA,Payson,AZ,85541,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-111.3230803,34.23720491,esri,PointAddress,0,NA,L006157,family dollar 4812,Family Dollar
Family Dollar Store 6996,st_192364,1150,E Van Buren St,NA,Phoenix,AZ,85006,Combination Grocery/Other,2,Small retail,4,0,1,0,0,0,0,0,0,0,0,0,2009,2009,-112.05675,33.4513825,esri,PointAddress,0,NA,L006203,family dollar store 6996,Family Dollar
DOLLAR GENERAL 10939,st_037267,2929,N 75th Ave,Ste 18,Phoenix,AZ,85033,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,2008,2012,-112.2205995,33.481133,esri,PointAddress,0,NA,L006211,dollar general 10939,Dollar General
Family Dollar Store 4050,st_191874,3522,W Cactus Rd,NA,Phoenix,AZ,85029,Combination Grocery/Other,2,Small retail,4,0,1,1,0,0,0,0,0,0,0,0,2009,2010,-112.1362721,33.5964553,esri,StreetAddress,0,NA,L006231,family dollar store 4050,Family Dollar
Family Dollar 8023,st_194525,3434,W Greenway Rd,Ste 10,Phoenix,AZ,85053,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-112.132484,33.62530752,esri,PointAddress,0,NA,L006234,family dollar 8023,Family Dollar
Family Dollar Store 6553,st_192351,15813,N Cave Creek Rd,NA,Phoenix,AZ,85032,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-112.030729,33.63034389,esri,PointAddress,0,NA,L006235,family dollar store 6553,Family Dollar
Dollar General 14345,st_322259,160,E US Hwy 70,NA,Pima,AZ,85543,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-109.82366,32.8958,usda,NA,0,NA,L006651,dollar general 14345,Dollar General
Family Dollar Store 4205,st_189728,1998,W Thatcher Blvd,NA,Safford,AZ,85546,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-109.7328841,32.83618326,esri,StreetAddress,0,NA,L006700,family dollar store 4205,Family Dollar
Family Dollar 4439,st_188298,1195,W Cleveland St,NA,Saint Johns,AZ,85936,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-109.3826145,34.50647046,esri,PointAddress,0,NA,L006705,family dollar 4439,Family Dollar
Dollar General 7339,st_007315,722,San Luis Plaza Dr,NA,San Luis,AZ,85349,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,2008,2014,-114.7849402,32.49098939,esri,PointAddress,0,NA,L006713,dollar general 7339,Dollar General
Family Dollar 7905,st_194526,0,Hwy 191,South Exit 339-86512,Sanders,AZ,86512,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-109.333,35.21631,usda,NA,0,NA,L006725,family dollar 7905,Family Dollar
Family Dollar Store 6658,st_189743,100,Tree Top Ave,NA,Sierra Vista,AZ,85635,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-110.2517036,31.55525895,esri,PointAddress,0,NA,L006793,family dollar store 6658,Family Dollar
Dollar General 10214,st_056820,155,W Valencia Rd,NA,Tucson,AZ,85706,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-110.9696,32.13397,usda,NA,0,NA,L006935,dollar general 10214,Dollar General
Family Dollar 5993,st_188176,2032,E Irvington Rd,NA,Tucson,AZ,85714,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,0,0,0,2009,2015,-110.94111,32.16326754,esri,PointAddress,0,NA,L006938,family dollar 5993,Family Dollar
Family Dollar Store 4989,st_191153,9440,E Golf Links Rd,NA,Tucson,AZ,85730,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-110.7918,32.19165953,esri,PointAddress,0,NA,L006940,family dollar store 4989,Family Dollar
Family Dollar Store 4983,st_191150,7026,E Golf Links Rd,NA,Tucson,AZ,85730,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-110.84289,32.19181,usda,NA,0,NA,L006942,family dollar store 4983,Family Dollar
Family Dollar Store 4282,st_189749,131,W Grant Rd,NA,Tucson,AZ,85705,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,0,0,0,0,0,0,2009,2012,-110.9745818,32.25013051,esri,PointAddress,0,NA,L006950,family dollar store 4282,Family Dollar
Dollar General Store 13917,st_305378,1765,W Prince Rd,NA,Tucson,AZ,85705,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-111.00272,32.27229,usda,NA,0,NA,L006960,dollar general store 13917,Dollar General
Family Dollar Store 5982,st_191159,3960,N Stone Ave,NA,Tucson,AZ,85705,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,0,0,2009,2016,-110.9721615,32.27853586,esri,PointAddress,0,NA,L006961,family dollar store 5982,Family Dollar
Family Dollar Store 6246,st_191160,8330,N Thornydale Rd,NA,Tucson,AZ,85741,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,0,0,0,0,2009,2014,-111.0467814,32.357484,esri,PointAddress,0,NA,L006965,family dollar store 6246,Family Dollar
Dollar Tree 2640,st_045986,0,W Catalina Dr,NA,Yuma,AZ,85364,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-114.62465,32.67344,usda,NA,0,NA,L007179,dollar tree 2640,Dollar Tree
Dollar General Store 10155,st_010747,1221,W 16th St,NA,Yuma,AZ,85364,Combination Grocery/Other,2,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,2008,2010,-114.6349214,32.69847648,esri,PointAddress,0,NA,L007180,dollar general store 10155,Dollar General
Dollar Tree 3928,st_174621,1170,S Castle Dome Ave,NA,Yuma,AZ,85365,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,0,0,0,0,0,2009,2013,-114.6074533,32.70633265,esri,StreetAddress,0,NA,L007181,dollar tree 3928,Dollar Tree
Family Dollar 10186,st_318556,1515,Panama Ln,NA,Bakersfield,CA,93307,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-119.01926,35.29583,usda,NA,0,NA,L007642,family dollar 10186,Family Dollar
Family Dollar 10102,st_310162,2677,Mt Vernon,NA,Bakersfield,CA,93306,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-118.96735,35.3955,usda,NA,0,NA,L007660,family dollar 10102,Family Dollar
Dollar Tree 3035,st_065236,1264,E Main St,NA,Barstow,CA,92311,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-117.0080959,34.89664756,esri,StreetAddress,0,NA,L007925,dollar tree 3035,Dollar Tree
Dollar General Store 13578,st_313919,350,W Main St,NA,Barstow,CA,92311,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-117.03031,34.89848,usda,NA,0,NA,L007926,dollar general store 13578,Dollar General
Family Dollar 9305,st_309488,395,W E St,NA,Brawley,CA,92227,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-115.5474125,32.97979752,esri,PointAddress,0,NA,L008187,family dollar 9305,Family Dollar
Family Dollar 10187,st_313181,438,W Grant St,NA,Calexico,CA,92231,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,0,0,0,0,2013,2014,-115.5043125,32.6739985,esri,PointAddress,0,NA,L008299,family dollar 10187,Family Dollar
Dollar General Market 14074,st_311225,12524,Central Ave,NA,Chino,CA,91710,Super Store,15,Supermarket,6,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-117.68953,34.02563,usda,NA,0,NA,L008644,dollar general market 14074,Dollar General
Dollar Tree 3078,st_065238,1250,E Washington St,Unit B,Colton,CA,92324,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,2008,2017,-117.30627,34.04724,usda,NA,0,NA,L008849,dollar tree 3078,Dollar Tree
Dollar Tree 1536,st_210304,5434,YNAcio Valley Rd,Ste 200,Concord,CA,94521,Combination Grocery/Other,2,Small retail,4,0,0,1,1,1,1,1,1,1,1,0,2010,2017,-121.95856,37.95112,usda,NA,0,NA,L008987,dollar tree 1536,Dollar Tree
Dollar Tree 2824,st_047930,3517,Clayton Rd,NA,Concord,CA,94519,Combination Grocery/Other,2,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,2008,2011,-122.0124013,37.97098303,esri,StreetAddress,0,NA,L008992,dollar tree 2824,Dollar Tree
FAMILY DOLLAR STORE 11389,st_369904,3502,Spangler Ln,NA,Copperopolis,CA,95228,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,1,0,0,0,2015,2015,-120.6042298,37.93694717,esri,PointAddress,0,NA,L009027,family dollar store 11389,Family Dollar
Dollar Tree 4545,st_252996,281,S Lincoln Ave,NA,Corona,CA,92882,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,0,0,0,0,2011,2014,-117.5827179,33.88032263,esri,StreetAddress,0,NA,L009054,dollar tree 4545,Dollar Tree
Dollar Tree 1918,st_065030,410,N Azusa Ave,NA,Covina,CA,91722,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,2008,2016,-117.9076646,34.08850178,esri,StreetAddress,0,NA,L009131,dollar tree 1918,Dollar Tree
Family Dollar 10051,st_322916,919,High St,NA,Delano,CA,93215,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,0,0,2013,2016,-119.2467754,35.76787888,esri,PointAddress,0,NA,L009262,family dollar 10051,Family Dollar
Dollar Tree 1484,st_105909,625,Cecil Ave,NA,Delano,CA,93215,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,2008,2015,-119.2503621,35.77595345,esri,PointAddress,0,NA,L009263,dollar tree 1484,Dollar Tree
Family Dollar 8790,st_297318,1425,N Farmersville Blvd,NA,Farmersville,CA,93223,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,0,0,0,2012,2015,-119.2071024,36.30973832,esri,StreetAddress,0,NA,L009861,family dollar 8790,Family Dollar
Dollar Tree 1808,st_172051,0,Sierra Ave,NA,Fontana,CA,92335,Combination Grocery/Other,2,Small retail,4,0,1,1,1,1,1,1,1,1,1,0,2009,2017,-117.43574,34.07238,usda,NA,0,NA,L009909,dollar tree 1808,Dollar Tree
Dollar General 14297,st_322871,5166,E Olive Ave,NA,Fresno,CA,93727,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-119.72127,36.75745,usda,NA,0,NA,L010112,dollar general 14297,Dollar General
Family Dollar 8776,st_310158,3730,W Shields Ave,NA,Fresno,CA,93722,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,0,0,0,2013,2015,-119.8600121,36.77921146,esri,PointAddress,0,NA,L010123,family dollar 8776,Family Dollar
Dollar General 14604,st_322872,2626,E Ashlan Ave,NA,Fresno,CA,93726,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,0,2013,2017,-119.78007,36.79408,usda,NA,0,NA,L010133,dollar general 14604,Dollar General
