CD,Cluster,Very low density,Low density,Medium density,High density,Incumbent,Party,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban mix,Sparse suburban,Dense suburban,Urban-suburban mix,Pure urban
FL-12,Sparse suburban,0.047631851,0.502126195,0.416436583,0.033805372,Gus Bilirakis,R,0.388,0.574,0.455,0.53,0.474,0.512,0.685908204,0.314091796,0,8,Solid R,3,0,0.0051,0,0.028404164,0.078323834,0.756064005,0.093444042,0.032614444,0.011149511
FL-13,Dense suburban,0,0.081952433,0.703624275,0.214423292,Charlie Crist,D,0.496,0.464,0.546,0.439,0.555,0.43,0.480969082,0.519030918,0,-2,Solid D,-3,0,0.9977,0,0.040836932,0.066482936,0.122921104,0.584760977,0.147761179,0.037236872
FL-14,Dense suburban,0.011885598,0.166410704,0.562589168,0.25911453,Kathy Castor,D,0.572,0.39,0.576,0.412,0.581,0.409,0.382129344,0.617870656,0,-7,Solid D,-3,0,1,0,0.009889428,0.018234239,0.041370592,0.866913334,0.054445135,0.009147273
FL-15,Sparse suburban,0.049561338,0.449904071,0.471653319,0.028881272,Dennis Ross,R,0.431,0.531,0.466,0.522,0.467,0.521,0.574612056,0.425387944,0,6,Lean R,1,1,0.2926,1,0.030243991,0.079942505,0.700514843,0.138823395,0.038176307,0.012298959
FL-16,Sparse suburban,0.042033275,0.456169847,0.448490779,0.053306098,Vern Buchanan,R,0.43,0.537,0.451,0.537,0.477,0.512,0.597679288,0.402320712,0,7,Lean R,1,1,0.1259,0,0.024663163,0.066505717,0.749477234,0.115860792,0.033054947,0.010438147
FL-17,Rural-suburban mix,0.305932459,0.568457595,0.125609945,0,Thomas Rooney,R,0.35,0.622,0.413,0.576,0.439,0.547,0.618138333,0.342434487,0.039427179,13,Solid R,3,0,0.0021,0,0.165250844,0.491698214,0.212686151,0.065122667,0.043941699,0.021300424
FL-18,Sparse suburban,0.081154796,0.422952534,0.478317121,0.017575548,Brian Mast,R,0.441,0.533,0.477,0.514,0.512,0.479,0.535989232,0.430726914,0.033283854,5,Likely R,2,1,0.1156,0,0.030422835,0.083110455,0.700821883,0.138841835,0.035492827,0.011310165
FL-19,Sparse suburban,0.052932084,0.546120937,0.372768873,0.028178107,Francis Rooney,R,0.375,0.596,0.387,0.605,0.423,0.568,0.658720805,0.340923985,3.55E-04,13,Solid R,3,0,0.0055,0,0.038085946,0.105916147,0.709452828,0.093475619,0.038845782,0.014223678
FL-20,Urban-suburban mix,0.051275742,0.081093458,0.478764388,0.388866412,Alcee Hastings,D,0.802,0.181,0.825,0.171,0.809,0.186,0.196879954,0.803120046,0,-31,Solid D,-3,0,1,0,0.026285486,0.043015631,0.070350628,0.356633041,0.466015288,0.037699926
FL-21,Dense suburban,0.008764258,0.146659802,0.576842172,0.267733769,Lois Frankel,D,0.586,0.391,0.604,0.389,0.634,0.359,0.351448963,0.627062981,0.021488056,-9,Solid D,-3,0,1,0,0.014614168,0.026176614,0.056100932,0.805699216,0.083255512,0.014153558
FL-22,Dense suburban,0.003150514,0.047408129,0.581992518,0.367448839,Theodore Deutch,D,0.568,0.41,0.563,0.43,0.583,0.41,0.410646737,0.589353263,0,-6,Solid D,-3,0,0.9991,0,0.033578596,0.053043907,0.08948261,0.468866599,0.307882944,0.047145344
FL-23,Urban-suburban mix,8.65E-05,0.13749557,0.402070822,0.460347131,Debbie Wasserman Schultz,D,0.619,0.358,0.614,0.38,0.62,0.373,0.404858876,0.567049393,0.028091731,-11,Solid D,-3,0,0.9997,0,0.008564785,0.014033571,0.02333102,0.073493886,0.862525253,0.018051485
FL-24,Urban-suburban mix,0.001830591,0.042350146,0.422159656,0.533659607,Frederica Wilson,D,0.829,0.154,0.857,0.139,0.84,0.156,0,0,0,-34,Solid D,-3,0,1,0,0.014067052,0.020670527,0.029770005,0.080789807,0.811362839,0.043339771
FL-25,Urban-suburban mix,0.09349836,0.184367218,0.260298007,0.461836414,Mario Diaz-Balart,R,0.479,0.497,0.449,0.545,0.406,0.588,0.623602117,0.376397883,0,4,Likely R,2,1,0.2555,1,0.026677569,0.044069723,0.059851007,0.103541783,0.716671485,0.049188433
FL-26,Urban-suburban mix,0.076118398,0.177344524,0.392795893,0.353741184,Carlos Curbelo,R,0.568,0.405,0.554,0.439,0.515,0.479,0.529500039,0.411678109,0.058821852,-6,Tossup,0,1,0.446,1,0.027458837,0.051594534,0.094613019,0.38924151,0.406713425,0.030378674
FL-27,Urban-suburban mix,0.008607373,0.080661675,0.361625739,0.549105214,Ileana Ros-Lehtinen,R,0.585,0.389,0.53,0.463,0.501,0.493,0.548938567,0.451061433,0,-5,Tossup,0,1,0.8332,1,0.004981327,0.007380526,0.010457631,0.024675693,0.934835835,0.017668987
GA-01,Rural-suburban mix,0.428077571,0.397193353,0.144211809,0.030517267,Earl Carter,R,0.409,0.564,0.43,0.559,0.444,0.55,0.995883702,0,0.004116298,9,Solid R,3,0,0.0015,0,0.194195065,0.713840667,0.049734282,0.020928698,0.014519745,0.006781542
GA-02,Rural-suburban mix,0.48242283,0.314709604,0.201514861,0.001352704,Sanford Bishop,D,0.55,0.433,0.586,0.408,0.579,0.416,0.387701516,0.612298484,0,-6,Solid D,-3,0,0.9992,0,0.427139599,0.472431949,0.050048336,0.025712433,0.016905372,0.007762312
GA-03,Rural-suburban mix,0.389282256,0.549807603,0.059840451,0.00106969,A. Ferguson,R,0.328,0.643,0.33,0.659,0.34,0.653,0.68346598,0.31653402,0,18,Solid R,3,0,0,0,0.259129757,0.471896185,0.146744778,0.057260502,0.04253272,0.022436057
GA-04,Sparse suburban,0.030850656,0.485601001,0.421283051,0.062265291,Henry Johnson,D,0.753,0.222,0.736,0.256,0.732,0.263,0.242805403,0.757194597,0,-24,Solid D,-3,0,1,0,0.025629113,0.069240519,0.756768926,0.103255031,0.034030561,0.01107585
GA-05,Dense suburban,0.003408143,0.225824278,0.549051491,0.221716087,John Lewis,D,0.85,0.119,0.831,0.158,0.844,0.15,0.15560857,0.84439143,0,-34,Solid D,-3,0,1,0,0.005929968,0.011765442,0.032989392,0.918898196,0.025621081,0.004795921
GA-06,Dense suburban,0,0.248025533,0.648693152,0.103281315,Karen Handel,R,0.468,0.483,0.375,0.608,0.401,0.59,0.616824895,0.383175105,0,8,Lean R,1,1,0.1172,0,0.034670648,0.066740642,0.180737327,0.613180194,0.082398685,0.022272504
GA-07,Sparse suburban,0,0.635573629,0.348129344,0.016297028,Rob Woodall,R,0.448,0.511,0.383,0.602,0.391,0.601,0.603816844,0.396183156,0,9,Lean R,1,1,0.2768,1,0.066862864,0.158462527,0.541096611,0.136726691,0.068631554,0.028219752
GA-08,Pure rural,0.553623684,0.341735066,0.10464125,0,Austin Scott,R,0.344,0.633,0.375,0.616,0.378,0.616,0.676429193,0.323570807,0,15,Solid R,3,0,0,0,0.907060947,0.065667432,0.012421155,0.006880874,0.005215974,0.002753618
GA-09,Pure rural,0.605057176,0.385437385,0.009505439,0,Doug Collins,R,0.193,0.778,0.205,0.781,0.243,0.747,1,0,0,31,Solid R,3,0,0,0,0.772922915,0.137560719,0.038268714,0.022116771,0.018305335,0.010825546
GA-10,Pure rural,0.493169741,0.443913697,0.062916562,0,Jody Hice,R,0.358,0.613,0.363,0.625,0.388,0.604,0.996377922,0,0.003622078,15,Solid R,3,0,1.00E-04,0,0.501351899,0.355292178,0.070620102,0.033486825,0.025551097,0.013697898
GA-11,Sparse suburban,0.122144936,0.515870308,0.316891993,0.045092763,Barry Loudermilk,R,0.353,0.603,0.315,0.669,0.347,0.643,0.674057739,0.325942261,0,17,Solid R,3,0,4.00E-04,0,0.030983107,0.108108254,0.769491144,0.056861507,0.02535839,0.009197599
GA-12,Pure rural,0.529761475,0.323475126,0.146763398,0,Rick Allen,R,0.407,0.569,0.436,0.554,0.439,0.556,0.616008528,0.383991472,0,9,Solid R,3,0,0.0116,0,0.817249151,0.137204245,0.021331253,0.011636408,0.008386391,0.004192552
GA-13,Sparse suburban,0.033993346,0.70309587,0.257361774,0.005549011,David Scott,D,0.71,0.266,0.692,0.3,0.671,0.323,0,1,0,-20,Solid D,-3,0,1,0,0.094065874,0.210989538,0.450089221,0.130858809,0.07806339,0.035933167
GA-14,Rural-suburban mix,0.430160524,0.5571178,0.012721676,0,Tom Graves,R,0.221,0.75,0.253,0.732,0.278,0.71,0.999032048,0,9.68E-04,27,Solid R,3,0,0,0,0.325197609,0.406614076,0.136215365,0.059365545,0.046516575,0.02609083
HI-01,Urban-suburban mix,0.013544257,0.139462688,0.317257581,0.529735474,Colleen Hanabusa,D,0.631,0.305,0.697,0.29,0.703,0.283,0.227113468,0.718616109,0.054270423,-17,Solid D,-3,0,1,0,0.002480463,0.003832078,0.005570669,0.011849578,0.968361306,0.007905906
HI-02,Rural-suburban mix,0.376624493,0.276290883,0.239848159,0.107236465,Tulsi Gabbard,D,0.614,0.296,0.714,0.267,0.734,0.249,0.188432233,0.811567767,0,-19,Solid D,-3,0,1,0,0.138075975,0.67604632,0.094325136,0.049332772,0.030798264,0.011421533
IA-01,Rural-suburban mix,0.408314889,0.352690493,0.218720451,0.020274167,Rod Blum,R,0.452,0.487,0.562,0.425,0.585,0.404,0.537442497,0.460814542,0.001742961,-1,Lean D,-1,1,0.9685,1,0.048482157,0.915143686,0.020570729,0.008459367,0.005155343,0.002188718
IA-02,Rural-suburban mix,0.411800196,0.33390658,0.209589029,0.044704196,David Loebsack,D,0.45,0.491,0.558,0.427,0.571,0.416,0.461941129,0.536631967,0.001426904,-1,Solid D,-3,0,0.9857,0,0.075024729,0.874014543,0.027737345,0.012232033,0.007734444,0.003256906
IA-03,Sparse suburban,0.242172326,0.31384466,0.387619019,0.056363995,David Young,R,0.45,0.485,0.514,0.472,0.524,0.463,0.534473349,0.397148765,0.068377886,1,Tossup,0,1,0.5334,1,0.064195793,0.273098576,0.463842486,0.140937891,0.044386481,0.013538773
IA-04,Pure rural,0.56718062,0.297518497,0.087781729,0.047519155,Steve King,R,0.335,0.609,0.453,0.534,0.485,0.502,0.612325426,0.38619723,0.001477344,11,Likely R,2,1,0.0985,0,0.957915885,0.027862019,0.006032483,0.003653944,0.002951977,0.001583692
ID-01,Rural-suburban mix,0.396939341,0.357598931,0.245461728,0,Ra? Labrador,R,0.254,0.637,0.322,0.649,0.351,0.625,0.681714445,0.318136409,1.49E-04,21,Solid R,3,0,0.0059,0,0.050150177,0.899808303,0.029401097,0.011410472,0.006513915,0.002716036
ID-02,Rural-suburban mix,0.426046134,0.199837013,0.303779616,0.070337237,Michael Simpson,R,0.298,0.545,0.331,0.641,0.371,0.605,0.629272584,0.294080684,0.076646732,17,Solid R,3,0,0.0016,0,0.247856313,0.458379446,0.129290823,0.091461191,0.052956753,0.020055474
IL-01,Urban-suburban mix,0.023867338,0.134470189,0.29929924,0.542363234,Bobby Rush,D,0.754,0.214,0.789,0.202,0.808,0.185,0.259027677,0.740946996,2.53E-05,-27,Solid D,-3,0,1,0,0.004859575,0.007380446,0.010340229,0.020770179,0.939781292,0.016868279
IL-02,Dense suburban,0.078928797,0.294354118,0.378419462,0.248297623,Robin Kelly,D,0.78,0.191,0.807,0.185,0.811,0.182,0.201923795,0.798076205,0,-29,Solid D,-3,0,1,0,0.032601418,0.080188629,0.273488721,0.468151602,0.12436994,0.021199691
IL-03,Urban-suburban mix,0.004753784,0.183273779,0.339922093,0.472050344,Daniel Lipinski,D,0.552,0.399,0.559,0.426,0.583,0.404,0,0.999596293,4.04E-04,-6,Solid D,-3,0,0.9998,0,0.008094252,0.013521991,0.022234368,0.052503747,0.885706582,0.01793906
IL-04,Pure urban,0,0.015726707,0.07213234,0.912140952,Luis Guti?rez,D,0.821,0.132,0.809,0.171,0.805,0.182,0,1,0,-33,Solid D,-3,0,1,0,1.87E-04,2.20E-04,2.41E-04,3.25E-04,9.24E-04,0.99810302
IL-05,Pure urban,0,0.039229704,0.170700005,0.790070291,Mike Quigley,D,0.705,0.239,0.66,0.318,0.699,0.288,0.27483393,0.678437098,0.046728972,-20,Solid D,-3,0,1,0,0.015722897,0.019654887,0.022720997,0.033932904,0.136313341,0.771654973
IL-06,Sparse suburban,0.007291454,0.425821499,0.497580562,0.069306485,Peter Roskam,R,0.502,0.432,0.451,0.533,0.513,0.473,0.59224015,0.40775985,0,2,Tossup,0,1,0.2935,1,0.033664533,0.08208484,0.576024618,0.235999726,0.055554489,0.016671792
IL-07,Pure urban,0,0.013922339,0.13655968,0.849517981,Danny Davis,D,0.874,0.092,0.872,0.118,0.894,0.099,0.157604567,0.842395433,0,-38,Solid D,-3,0,1,0,0.004814799,0.005823247,0.006543779,0.009386073,0.031390174,0.942041928
IL-08,Dense suburban,0.004088121,0.164356687,0.611415423,0.220139768,Raja Krishnamoorthi,D,0.581,0.364,0.574,0.409,0.615,0.371,0.416850719,0.583149281,0,-8,Solid D,-3,0,0.9997,0,0.016791881,0.030491178,0.069099126,0.799046712,0.070219141,0.014351962
IL-09,Urban-suburban mix,0,0.016691116,0.387571527,0.595737357,Janice Schakowsky,D,0.701,0.249,0.65,0.333,0.686,0.303,0.335068574,0.664650036,2.81E-04,-18,Solid D,-3,0,1,0,0.018919791,0.026484127,0.035704153,0.081649503,0.752385499,0.084856927
IL-10,Sparse suburban,0.013655364,0.375641222,0.472516351,0.138187063,Bradley Schneider,D,0.62,0.326,0.575,0.411,0.63,0.359,0.473905229,0.52600386,9.09E-05,-10,Solid D,-3,0,0.9997,0,0.027427494,0.067370844,0.47852261,0.350210985,0.061023197,0.01544487
IL-11,Dense suburban,0.0109818,0.242656641,0.61436857,0.13199299,Bill Foster,D,0.589,0.354,0.578,0.406,0.613,0.375,0.395521332,0.604478668,0,-9,Solid D,-3,0,0.9996,0,0.024649295,0.048721356,0.138651513,0.70657505,0.065240504,0.016162282
IL-12,Rural-suburban mix,0.365223056,0.407030996,0.216534264,0.011211684,Mike Bost,R,0.402,0.55,0.497,0.481,0.547,0.436,0.543050843,0.39694954,0.059999617,5,Tossup,0,1,0.3687,1,0.024484093,0.942441635,0.020723325,0.006720094,0.003959624,0.00167123
IL-13,Rural-suburban mix,0.295443728,0.341184718,0.265084651,0.098286902,Rodney Davis,R,0.442,0.497,0.486,0.489,0.546,0.436,0.596649427,0.403350573,0,3,Lean R,1,1,0.281,1,0.065784851,0.683799671,0.163740095,0.050925955,0.026658948,0.00909048
IL-14,Sparse suburban,0.146493089,0.639712895,0.213794016,0,Randy Hultgren,R,0.448,0.487,0.442,0.542,0.507,0.48,0.59304874,0.40695126,0,5,Lean R,1,1,0.3243,1,0.103039146,0.278141124,0.43092821,0.100534227,0.060134847,0.027222445
IL-15,Pure rural,0.585870203,0.366025639,0.048104158,0,John Shimkus,R,0.245,0.707,0.341,0.639,0.428,0.554,1,0,0,21,Solid R,3,0,1.00E-04,0,0.852189889,0.095175756,0.023044264,0.013114253,0.010520118,0.00595572
IL-16,Rural-suburban mix,0.437851812,0.353443427,0.184138631,0.024566131,Adam Kinzinger,R,0.383,0.555,0.452,0.529,0.5,0.482,0.999495869,0,5.04E-04,8,Solid R,3,0,0.0132,0,0.167476633,0.761747472,0.037764788,0.016888066,0.011132741,0.004990299
IL-17,Rural-suburban mix,0.316600012,0.28224657,0.347902552,0.053250865,Cheri Bustos,D,0.467,0.474,0.576,0.406,0.6,0.385,0.396919894,0.603080106,0,-2,Solid D,-3,0,0.9993,0,0.102928522,0.50507668,0.230767185,0.103665531,0.043216012,0.01434607
IL-18,Rural-suburban mix,0.452390606,0.344695061,0.184697593,0.01821674,Darin LaHood,R,0.333,0.606,0.374,0.607,0.441,0.544,0.721331018,0.278648825,2.02E-05,15,Solid R,3,0,2.00E-04,0,0.24707325,0.669772923,0.043410634,0.020239002,0.013416801,0.00608739
IN-01,Sparse suburban,0.107385756,0.43346682,0.396789417,0.062358007,Peter Visclosky,D,0.541,0.415,0.612,0.374,0.633,0.358,0,0.81511727,0.18488273,-8,Solid D,-3,0,0.9999,0,0.004229777,0.013935082,0.960423514,0.015306364,0.004659308,0.001445956
IN-02,Rural-suburban mix,0.321062633,0.434462687,0.232700257,0.011774423,Jackie Walorski,R,0.361,0.593,0.421,0.561,0.496,0.493,0.592575634,0.369202869,0.038221498,11,Likely R,2,1,0.0471,0,0.051384643,0.822524163,0.086498519,0.022184486,0.012355217,0.005052971
IN-03,Rural-suburban mix,0.369054079,0.381130608,0.225413163,0.024402151,Jim Banks,R,0.301,0.651,0.357,0.625,0.43,0.56,0.701124816,0.229847483,0.069027701,18,Solid R,3,0,0.0024,0,0.004403297,0.989864459,0.003523532,0.001210173,7.07E-04,2.91E-04
IN-04,Rural-suburban mix,0.437392742,0.318999598,0.207229247,0.036378413,Todd Rokita,R,0.302,0.643,0.369,0.609,0.446,0.542,0.645925312,0.30476165,0.049313037,17,Solid R,3,0,0.0046,0,0.178845464,0.737568747,0.043502112,0.020833517,0.013439424,0.005810736
IN-05,Sparse suburban,0.168832882,0.468330361,0.343390189,0.019446568,Susan Brooks,R,0.413,0.531,0.407,0.575,0.466,0.526,0.614609495,0.342943774,0.04244673,9,Solid R,3,0,0.0075,0,0.026708451,0.110287785,0.791902043,0.046162849,0.018425248,0.006513624
IN-06,Pure rural,0.541281381,0.268754905,0.173291104,0.01667261,Luke Messer,R,0.274,0.677,0.373,0.604,0.436,0.55,0.691398013,0.267000692,0.041601296,18,Solid R,3,0,5.00E-04,0,0.81311155,0.13247772,0.024173204,0.014581141,0.010512094,0.005144291
IN-07,Dense suburban,0,0.249111973,0.633806575,0.117081452,Andr?Carson,D,0.59,0.362,0.629,0.353,0.663,0.328,0.356882155,0.599761968,0.043355877,-11,Solid D,-3,0,0.9999,0,0.030454711,0.059322402,0.165782909,0.648182375,0.076348166,0.019909437
IN-08,Rural-suburban mix,0.455855332,0.324713353,0.202266188,0.017165128,Larry Bucshon,R,0.309,0.646,0.396,0.584,0.481,0.506,0.636897592,0.316769196,0.046333212,15,Solid R,3,0,0.0049,0,0.263174793,0.645418748,0.047104323,0.022842879,0.014837975,0.006621282
IN-09,Rural-suburban mix,0.43584441,0.270935905,0.267631445,0.025588241,Trey Hollingsworth,R,0.342,0.611,0.407,0.572,0.462,0.527,0.54141177,0.404614627,0.053973603,13,Solid R,3,0,0.1862,0,0.221036213,0.618617665,0.080798954,0.043573784,0.025536567,0.010436817
KS-01,Pure rural,0.563472732,0.265625398,0.160384789,0.010517081,Roger Marshall,R,0.243,0.693,0.276,0.701,0.31,0.672,0.65895779,0,0,24,Solid R,3,0,3.00E-04,0,0.897282232,0.069878928,0.014270967,0.008804542,0.00648951,0.00327382
KS-02,Pure rural,0.501790644,0.252987472,0.206275011,0.038946873,Lynn Jenkins,R,0.374,0.558,0.422,0.554,0.453,0.528,0.609372531,0.325620963,0.065006506,10,Tossup,0,1,0.4796,1,0.553961371,0.327454198,0.053546908,0.032435572,0.022398808,0.010203143
KS-03,Dense suburban,0.062323142,0.246048415,0.623689781,0.067938661,Kevin Yoder,R,0.472,0.46,0.443,0.538,0.488,0.499,0.513014663,0.405988698,0.08099664,4,Lean D,-1,1,0.5111,1,0.039290184,0.079259401,0.214676782,0.571443038,0.074666839,0.020663756
KS-04,Sparse suburban,0.270727551,0.299733103,0.399446802,0.030092544,Ron Estes,R,0.33,0.602,0.361,0.616,0.395,0.586,0.606711692,0.296075219,0.097213089,15,Solid R,3,0,0.0156,0,0.083273121,0.333164154,0.374931745,0.145237878,0.048007702,0.0153854
KY-01,Pure rural,0.740702188,0.205284059,0.051275047,0.002738706,James Comer,R,0.239,0.724,0.321,0.664,0.369,0.616,0.725612958,0.273276678,0.001110364,23,Solid R,3,0,1.00E-04,0,0.741374041,0.128578637,0.047390816,0.034555732,0.029677423,0.018423351
KY-02,Pure rural,0.56601322,0.299163479,0.126938694,0.007884608,Brett Guthrie,R,0.276,0.675,0.351,0.633,0.372,0.615,1,0,0,19,Solid R,3,0,7.00E-04,0,0.975340408,0.016989976,0.003380184,0.001996071,0.001508385,7.85E-04
KY-03,Dense suburban,0.005368152,0.220870048,0.602464524,0.171297276,John Yarmuth,D,0.549,0.399,0.557,0.428,0.562,0.428,0.365008042,0.634991958,0,-6,Solid D,-3,0,0.9964,0,0.016596367,0.032209102,0.087027781,0.798476796,0.053610025,0.012079929
KY-04,Rural-suburban mix,0.364573737,0.375488061,0.209823143,0.050115059,Thomas Massie,R,0.293,0.652,0.348,0.634,0.37,0.615,0.713205097,0.286794903,0,18,Solid R,3,0,5.00E-04,0,0.00352412,0.991926733,0.002746037,9.70E-04,5.91E-04,2.42E-04
KY-05,Pure rural,0.888434138,0.10680881,0.004757051,0,Harold Rogers,R,0.175,0.796,0.232,0.75,0.316,0.666,1,0,0,31,Solid R,3,0,0,0,0.540454237,0.187485637,0.088709232,0.071955054,0.065694986,0.045700853
KY-06,Rural-suburban mix,0.303170031,0.283731884,0.297909166,0.115188919,Andy Barr,R,0.394,0.547,0.422,0.558,0.448,0.537,0.610890284,0.389109716,0,9,Tossup,0,1,0.384,1,0.098080447,0.527117056,0.213163601,0.09825954,0.048172875,0.015206481
LA-01,Rural-suburban mix,0.256082771,0.312246646,0.237974898,0.193695685,Steve Scalise,R,0.267,0.687,0.269,0.709,0.253,0.727,0.745575113,0.195187706,0.059237181,24,Solid R,3,0,0,0,0.100934234,0.402153844,0.268222453,0.124217829,0.080581366,0.023890275
LA-02,Dense suburban,0.112853073,0.187215381,0.418743914,0.281187632,Cedric Richmond,D,0.746,0.222,0.758,0.228,0.734,0.254,0,1,0,-25,Solid D,-3,0,1,0,0.026263654,0.054102649,0.108504359,0.637064853,0.154285202,0.019779283
LA-03,Rural-suburban mix,0.377515214,0.376820846,0.23630314,0.009360799,Clay Higgins,R,0.292,0.673,0.323,0.661,0.341,0.642,0.807079955,0.175422994,0.017497051,20,Solid R,3,0,5.00E-04,0,0.018007592,0.959901327,0.013492494,0.004751191,0.00272102,0.001126376
LA-04,Pure rural,0.511115543,0.288113107,0.20077135,0,Mike Johnson,R,0.366,0.606,0.397,0.59,0.399,0.589,0.698463206,0.281808486,0.019728307,13,Solid R,3,0,0.0012,0,0.605739185,0.300682808,0.044194665,0.02480108,0.016728756,0.007853506
LA-05,Pure rural,0.62844039,0.290532461,0.081027149,0,Ralph Abraham,R,0.341,0.635,0.377,0.61,0.367,0.62,1,0,0,15,Solid R,3,0,4.00E-04,0,0.958575323,0.025220903,0.006686454,0.004220755,0.003385756,0.001910808
LA-06,Rural-suburban mix,0.240455886,0.492911548,0.251052798,0.015579769,Garret Graves,R,0.31,0.648,0.32,0.661,0.309,0.675,0.72810769,0.239210143,0.032682167,19,Solid R,3,0,1.00E-04,0,0.077100948,0.441950965,0.375003936,0.061108564,0.032055782,0.012779804
MA-01,Sparse suburban,0.18894334,0.370792733,0.296739669,0.143524259,Richard Neal,D,0.572,0.365,0.64,0.343,0.641,0.337,0,0.733357384,0.266642616,-12,Solid D,-3,0,1,0,0.044732098,0.202303988,0.598291644,0.098730964,0.043423932,0.012517372
MA-02,Rural-suburban mix,0.219294769,0.435841258,0.193603604,0.151260369,James McGovern,D,0.562,0.368,0.587,0.392,0.604,0.375,0,0.982440061,0.017559939,-9,Solid D,-3,0,1,0,0.086426925,0.405768679,0.349094187,0.083996649,0.054902278,0.019811282
MA-03,Sparse suburban,0.062331012,0.458121192,0.229514496,0.2500333,Niki Tsongas,D,0.582,0.354,0.569,0.414,0.588,0.394,0.312018271,0.686937015,0.001044714,-9,Solid D,-3,0,0.9992,0,0.063026901,0.163368284,0.452093985,0.16396671,0.120856585,0.036687535
MA-04,Sparse suburban,0.047113986,0.565537947,0.219743436,0.167604631,Joseph Kennedy,D,0.592,0.35,0.572,0.413,0.604,0.379,0.298130602,0.700985989,8.83E-04,-9,Solid D,-3,0,1,0,0.069171382,0.17921423,0.506157972,0.128542229,0.084450707,0.03246348
MA-05,Urban-suburban mix,0.00566463,0.209658322,0.296205572,0.488471477,Katherine Clark,D,0.693,0.257,0.652,0.331,0.662,0.321,0,0.985504146,0.014495854,-18,Solid D,-3,0,1,0,0.014700198,0.024450253,0.038850404,0.074448086,0.812272222,0.035278836
MA-06,Sparse suburban,0.010771743,0.49721822,0.29383645,0.198173587,Seth Moulton,D,0.561,0.382,0.547,0.439,0.569,0.414,0,0.983658913,0.016341087,-6,Solid D,-3,0,0.9998,0,0.04668726,0.119990988,0.565435543,0.154888894,0.086052592,0.026944724
MA-07,Pure urban,0.001515421,0.012051943,0.10687827,0.879554367,Michael Capuano,D,0.841,0.119,0.825,0.156,0.819,0.167,0,0.986154738,0.013845262,-34,Solid D,-3,0,1,0,9.80E-04,0.001167762,0.001292671,0.001800087,0.005545358,0.989213793
MA-08,Dense suburban,0.006948774,0.34386847,0.341349865,0.307832891,Stephen Lynch,D,0.604,0.344,0.578,0.408,0.579,0.405,0.274522063,0.724136641,0.001341296,-10,Solid D,-3,0,1,0,0.040505884,0.089851857,0.274242574,0.342163939,0.216127332,0.037108413
MA-09,Sparse suburban,0.105405955,0.646241721,0.108215151,0.140137174,William Keating,D,0.525,0.418,0.555,0.431,0.578,0.406,0.336416641,0.55749615,0.106087208,-4,Solid D,-3,0,0.9942,0,0.117308073,0.264405027,0.361806888,0.119666764,0.092339478,0.04447377
MD-01,Rural-suburban mix,0.403732147,0.40491574,0.179071587,0.012280526,Andy Harris,R,0.334,0.62,0.377,0.604,0.384,0.596,0.669914415,0.286171937,0.043913647,14,Solid R,3,0,0.0051,0,0.080942407,0.859400981,0.034455243,0.013049938,0.008389538,0.003761893
MD-02,Dense suburban,0.015977988,0.214894527,0.445908072,0.323219414,C. Ruppersberger,D,0.601,0.357,0.631,0.35,0.606,0.375,0.331449528,0.620986817,0.047563655,-11,Solid D,-3,0,0.9999,0,0.018831413,0.036637741,0.086191806,0.64629236,0.191791104,0.020255576
MD-03,Dense suburban,0.006672587,0.254786142,0.405661689,0.332879583,John Sarbanes,D,0.628,0.323,0.607,0.371,0.601,0.38,0.338700228,0.631898138,0.029401634,-13,Solid D,-3,0,0.9999,0,0.026122858,0.052439472,0.130775613,0.499328084,0.2627074,0.028626573
MD-04,Dense suburban,0.004915901,0.260282432,0.452542894,0.282258774,Anthony Brown,D,0.772,0.197,0.781,0.208,0.773,0.218,0.21415874,0.740686106,0.045155154,-28,Solid D,-3,0,1,0,0.016361733,0.033966354,0.099731017,0.72936396,0.105536201,0.015040736
MD-05,Sparse suburban,0.215235511,0.500800115,0.233654336,0.050310037,Steny Hoyer,D,0.641,0.321,0.661,0.324,0.651,0.336,0.293735477,0.673782838,0.032481685,-16,Solid D,-3,0,1,0,0.074017237,0.374471414,0.433616733,0.066847605,0.036649085,0.014397926
MD-06,Sparse suburban,0.194880043,0.273403443,0.314077514,0.217639,John Delaney,D,0.553,0.402,0.552,0.428,0.563,0.42,0.400878987,0.559593702,0.039527311,-6,Solid D,-3,0,0.9922,0,0.068259601,0.203972762,0.330853407,0.251803431,0.118899395,0.026211404
MD-07,Urban-suburban mix,0.080146432,0.121675697,0.257194703,0.540983168,Elijah Cummings,D,0.758,0.202,0.762,0.223,0.762,0.224,0.218104054,0.748915061,0.032980885,-26,Solid D,-3,0,1,0,0.016341836,0.024068219,0.030373554,0.054702927,0.82028075,0.054232713
MD-08,Dense suburban,0.101494714,0.23601601,0.336696036,0.325793239,Jamie Raskin,D,0.65,0.306,0.62,0.36,0.628,0.356,0.342143257,0.605661444,0.052195299,-14,Solid D,-3,0,0.9999,0,0.041481694,0.087498429,0.168416554,0.357877625,0.309033133,0.035692565
